,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,name,role,release_year,seasons,imdb_score,imdb_votes
4190,tm681614,1.0,0.0,0.0,Grandmother's Farm,MOVIE,,71,--,--,2013,0.0,2.9,78.0
4210,tm456667,1.0,0.0,0.0,Black,MOVIE,,90,--,--,2015,0.0,4.3,74.0
4214,tm528287,1.0,0.0,0.0,Chhota Bheem in African Safari,MOVIE,,62,--,--,2015,0.0,6.5,12.0
4215,tm247396,1.0,0.0,0.0,Virunga: Gorillas in Peril,MOVIE,,28,--,--,2015,0.0,6.6,32.0
4216,tm562821,1.0,0.0,0.0,Grandmother's Farm Part 2,MOVIE,,80,--,--,2015,0.0,5.4,61.0
4240,tm375302,1.0,0.0,0.0,Derren Brown: The Push,MOVIE,,69,--,--,2018,0.0,7.5,3637.0
4257,tm476960,1.0,0.0,0.0,El testigo,MOVIE,,76,--,--,2018,0.0,8.1,213.0
4265,tm858471,1.0,0.0,0.0,The Bridge,MOVIE,,115,--,--,2017,0.0,5.6,38.0
4266,tm404449,1.0,0.0,0.0,Ayotzinapa: The Turtle's Pace,MOVIE,,80,--,--,2018,0.0,7.4,206.0
4273,tm345960,1.0,0.0,0.0,Alan Saldaña: mi vida de pobre,MOVIE,,53,--,--,2017,0.0,6.3,71.0
4274,tm307383,1.0,0.0,0.0,Ghost Hunting,MOVIE,,94,--,--,2017,0.0,7.1,222.0
4275,tm369210,1.0,0.0,0.0,Ricardo Quevedo: Hay gente así,MOVIE,,58,--,--,2018,0.0,6.3,105.0
4276,tm368284,1.0,0.0,0.0,Arango y Sanint: Ríase el show,MOVIE,,62,--,--,2018,0.0,4.0,42.0
4278,tm840936,1.0,0.0,0.0,Zoé: Panoramas,MOVIE,PG,89,--,--,2017,0.0,6.8,78.0
4280,tm1146751,1.0,0.0,0.0,Bahasha,MOVIE,,85,--,--,2018,0.0,7.0,24.0
4282,tm306680,1.0,0.0,0.0,Grillo vs Grillo,MOVIE,,95,--,--,2017,0.0,5.3,130.0
4283,tm491499,1.0,0.0,0.0,Fan of Amoory,MOVIE,G,91,--,--,2018,0.0,6.0,38.0
4284,tm493814,1.0,0.0,0.0,Satria Heroes: Revenge of the Darkness,MOVIE,,92,--,--,2017,0.0,4.4,69.0
4285,tm834886,1.0,0.0,0.0,Wedy Atkalam,MOVIE,,72,--,--,2018,0.0,5.7,18.0
4300,tm680024,1.0,0.0,0.0,Surviving R. Kelly: The Impact,MOVIE,,120,--,--,2019,0.0,6.1,100.0
4309,tm853113,1.0,0.0,0.0,Thomas & Friends: Marvelous Machinery,MOVIE,,59,--,--,2020,0.0,6.1,16.0
4333,tm970327,1.0,0.0,0.0,Seven,MOVIE,,113,--,--,2019,0.0,7.3,31.0
4343,tm1005077,1.0,0.0,0.0,Strain,MOVIE,,106,--,--,2020,0.0,5.6,25.0
4346,tm957792,1.0,0.0,0.0,The Rope Curse 2,MOVIE,,104,--,--,2020,0.0,4.7,354.0
4347,tm822099,1.0,0.0,0.0,The Blue Elephant 2,MOVIE,,130,--,--,2019,0.0,8.2,9475.0
4350,tm863611,1.0,0.0,0.0,Kappela,MOVIE,,113,--,--,2020,0.0,7.5,3289.0
4358,tm498444,1.0,0.0,0.0,Nimbe: The Movie,MOVIE,,110,--,--,2019,0.0,5.9,57.0
4361,tm825210,1.0,0.0,0.0,Nothing to Lose 2,MOVIE,PG-13,96,--,--,2019,0.0,3.0,655.0
4362,tm483190,1.0,0.0,0.0,Time Out,MOVIE,,93,--,--,2019,0.0,5.9,47.0
4363,tm877746,1.0,0.0,0.0,Krishna and His Leela,MOVIE,,125,--,--,2020,0.0,5.6,1579.0
4370,tm873357,1.0,0.0,0.0,Mariposa,MOVIE,,117,--,--,2020,0.0,6.9,725.0
4371,tm971819,1.0,0.0,0.0,Four Sisters Before the Wedding,MOVIE,,116,--,--,2020,0.0,6.2,186.0
4372,tm1015303,1.0,0.0,0.0,RattleSnake: The Ahanna Story,MOVIE,,135,--,--,2020,0.0,4.7,110.0
4373,tm676905,1.0,0.0,0.0,Hire a Woman,MOVIE,,109,--,--,2019,0.0,7.1,32.0
4375,tm822210,1.0,0.0,0.0,Eggnoid: Love & Time Portal,MOVIE,,102,--,--,2019,0.0,6.1,86.0
4376,tm949905,1.0,0.0,0.0,Asura Guru,MOVIE,,120,--,--,2020,0.0,3.2,322.0
4377,tm476922,1.0,0.0,0.0,Wanted - Matloubin,MOVIE,,90,--,--,2019,0.0,4.5,615.0
4378,tm981956,1.0,0.0,0.0,Spirit Riding Free: Ride Along Adventure,MOVIE,,22,--,--,2020,0.0,6.1,61.0
4379,tm483103,1.0,0.0,0.0,Ali & Alia,MOVIE,PG-13,105,--,--,2019,0.0,5.0,33.0
4380,tm976797,1.0,0.0,0.0,Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,G,74,--,--,2020,0.0,7.8,14.0
4381,tm873354,1.0,0.0,0.0,Si Doel the Movie 3,MOVIE,,93,--,--,2020,0.0,6.5,132.0
4382,tm836501,1.0,0.0,0.0,Super Monsters: Vida's First Halloween,MOVIE,,24,--,--,2019,0.0,5.9,37.0
4386,tm902993,1.0,0.0,0.0,Mama Drama,MOVIE,,85,--,--,2020,0.0,6.3,8.0
4387,tm836077,1.0,0.0,0.0,Holy Expectations,MOVIE,,89,--,--,2019,0.0,5.2,26.0
4400,tm1084966,1.0,0.0,0.0,Django & Django,MOVIE,,80,--,--,2021,0.0,6.9,1006.0
4405,tm1020520,1.0,0.0,0.0,A Stand Worthy of Men,MOVIE,,120,--,--,2021,0.0,7.2,2174.0
4409,tm879685,1.0,0.0,0.0,The Perfect Family,MOVIE,,110,--,--,2021,0.0,5.3,1931.0
4411,tm1092892,1.0,0.0,0.0,Found,MOVIE,PG,97,--,--,2021,0.0,7.5,1198.0
4424,tm813372,1.0,0.0,0.0,Etharkkum Thunindhavan,MOVIE,,151,--,--,2022,0.0,6.6,11591.0
4429,tm1021689,1.0,0.0,0.0,The Door Into Summer,MOVIE,,118,--,--,2021,0.0,6.3,696.0
4430,tm960924,1.0,0.0,0.0,Kuthiraivaal,MOVIE,,125,--,--,2021,0.0,5.6,233.0
4436,tm1055586,1.0,0.0,0.0,Lethal Love,MOVIE,,87,--,--,2021,0.0,4.4,233.0
4444,tm1011248,1.0,0.0,0.0,30 March,MOVIE,,99,--,--,2021,0.0,4.0,153.0
4445,tm994923,1.0,0.0,0.0,"Our Lady of San Juan, Four Centuries of Miracles",MOVIE,,122,--,--,2021,0.0,6.2,82.0
4446,tm1099342,1.0,0.0,0.0,Devdas Brothers,MOVIE,,99,--,--,2021,0.0,3.3,51.0
4448,tm1066324,1.0,0.0,0.0,Super Monsters: Once Upon a Rhyme,MOVIE,,25,--,--,2021,0.0,5.6,38.0
4449,tm898842,1.0,0.0,0.0,C/O Kaadhal,MOVIE,,134,--,--,2021,0.0,7.7,348.0
4451,tm147043,0.0,1.0,0.0,The Lorax,MOVIE,PG,25,Hawley Pratt,DIRECTOR,1972,0.0,7.9,2932.0
4452,tm1236,0.0,1.0,0.0,A Boy Named Charlie Brown,MOVIE,G,86,Bill Melendez,DIRECTOR,1969,0.0,7.3,5001.0
4453,tm156894,0.0,1.0,0.0,"Snoopy, Come Home",MOVIE,G,81,Bill Melendez,DIRECTOR,1972,0.0,7.4,4665.0
4454,tm11186,0.0,1.0,0.0,The Cat in the Hat,MOVIE,,25,Hawley Pratt,DIRECTOR,1971,0.0,7.3,1921.0
4455,tm189299,0.0,1.0,0.0,Dr. Seuss on the Loose,MOVIE,,25,Hawley Pratt,DIRECTOR,1973,0.0,7.7,632.0
4456,tm19438,0.0,1.0,0.0,The Princess Bride,MOVIE,PG,99,Rob Reiner,DIRECTOR,1987,0.0,8.0,420521.0
4457,tm123377,0.0,1.0,0.0,The Breakfast Club,MOVIE,R,98,John Hughes,DIRECTOR,1985,0.0,7.8,385471.0
4458,tm153016,0.0,1.0,0.0,Pretty Woman,MOVIE,R,119,Garry Marshall,DIRECTOR,1990,0.0,7.1,316085.0
4459,tm44887,0.0,1.0,0.0,Akira,MOVIE,R,124,Katsuhiro Otomo,DIRECTOR,1988,0.0,8.0,181098.0
4460,tm180542,0.0,1.0,0.0,Once Upon a Time in America,MOVIE,R,229,Sergio Leone,DIRECTOR,1984,0.0,8.3,342335.0
4461,tm120571,0.0,1.0,1.0,Peggy Sue Got Married,MOVIE,PG-13,99,Francis Ford Coppola,DIRECTOR,1986,0.0,6.4,37182.0
4462,tm126876,0.0,1.0,1.0,St. Elmo's Fire,MOVIE,R,110,Joel Schumacher,DIRECTOR,1985,0.0,6.3,41463.0
4463,tm20951,0.0,1.0,0.0,Can't Buy Me Love,MOVIE,PG-13,94,Steve Rash,DIRECTOR,1987,0.0,6.7,36852.0
4464,tm20552,0.0,1.0,1.0,Roxanne,MOVIE,PG,107,Fred Schepisi,DIRECTOR,1987,0.0,6.6,44752.0
4465,tm140986,0.0,1.0,0.0,Look Who's Talking,MOVIE,PG-13,93,Amy Heckerling,DIRECTOR,1989,0.0,5.9,82009.0
4467,tm150087,0.0,1.0,0.0,Postcards From the Edge,MOVIE,R,101,Mike Nichols,DIRECTOR,1990,0.0,6.7,17436.0
4468,tm19411,0.0,1.0,0.0,Blind Date,MOVIE,PG-13,95,Blake Edwards,DIRECTOR,1987,0.0,5.9,22521.0
4469,tm116666,0.0,1.0,0.0,Tough Guys,MOVIE,PG,104,Jeff Kanew,DIRECTOR,1986,0.0,6.2,7225.0
4470,tm150530,0.0,1.0,0.0,Spaced Invaders,MOVIE,PG,100,Patrick Read Johnson,DIRECTOR,1990,0.0,5.3,3619.0
4471,tm131958,0.0,1.0,0.0,Three Fugitives,MOVIE,PG-13,96,Francis Veber,DIRECTOR,1989,0.0,6.2,11774.0
4472,tm51100,0.0,1.0,0.0,A Very Brady Christmas,MOVIE,,100,Peter Baldwin,DIRECTOR,1988,0.0,5.8,1967.0
4473,tm189861,0.0,1.0,0.0,Dazed and Confused,MOVIE,R,102,Richard Linklater,DIRECTOR,1993,0.0,7.6,179462.0
4474,tm62326,0.0,1.0,0.0,Eyes Wide Shut,MOVIE,R,159,Stanley Kubrick,DIRECTOR,1999,0.0,7.5,329940.0
4475,tm191327,0.0,1.0,0.0,Demolition Man,MOVIE,R,115,Marco Brambilla,DIRECTOR,1993,0.0,6.7,172362.0
4476,tm8726,0.0,1.0,0.0,Billy Madison,MOVIE,PG-13,90,Tamra Davis,DIRECTOR,1995,0.0,6.3,141905.0
4477,tm130465,0.0,1.0,0.0,White Men Can't Jump,MOVIE,R,115,Ron Shelton,DIRECTOR,1992,0.0,6.8,84776.0
4478,tm192099,0.0,1.0,0.0,L.A. Confidential,MOVIE,R,138,Curtis Hanson,DIRECTOR,1997,0.0,8.3,570894.0
4479,tm192037,0.0,1.0,1.0,Starship Troopers,MOVIE,R,129,Paul Verhoeven,DIRECTOR,1997,0.0,7.3,288960.0
4480,tm49114,0.0,1.0,0.0,The Insider,MOVIE,R,157,Michael Mann,DIRECTOR,1999,0.0,7.8,168179.0
4481,tm20441,0.0,1.0,0.0,"Dude, Where's My Car?",MOVIE,PG-13,83,Danny Leiner,DIRECTOR,2000,0.0,5.5,139065.0
4482,tm15925,0.0,1.0,1.0,Sense and Sensibility,MOVIE,PG,136,Ang Lee,DIRECTOR,1995,0.0,7.7,113535.0
4483,tm49829,0.0,1.0,0.0,Pleasantville,MOVIE,PG-13,124,Gary Ross,DIRECTOR,1998,0.0,7.5,127913.0
4484,tm192469,0.0,1.0,0.0,My Best Friend's Wedding,MOVIE,PG-13,105,P.J. Hogan,DIRECTOR,1997,0.0,6.3,140200.0
4485,tm63325,0.0,1.0,0.0,8MM,MOVIE,R,123,Joel Schumacher,DIRECTOR,1999,0.0,6.5,131975.0
4486,tm61517,0.0,1.0,0.0,Practical Magic,MOVIE,PG-13,104,Griffin Dunne,DIRECTOR,1998,0.0,6.2,80376.0
4488,tm191772,0.0,1.0,0.0,Seven Years in Tibet,MOVIE,PG-13,136,Jean-Jacques Annaud,DIRECTOR,1997,0.0,7.1,141308.0
4489,tm25239,0.0,1.0,0.0,"Me, Myself & Irene",MOVIE,R,112,Bobby Farrelly,DIRECTOR,2000,0.0,6.6,234766.0
4490,tm25239,0.0,1.0,0.0,"Me, Myself & Irene",MOVIE,R,112,Peter Farrelly,DIRECTOR,2000,0.0,6.6,234766.0
4491,tm190658,0.0,1.0,0.0,As Good as It Gets,MOVIE,PG-13,139,James L. Brooks,DIRECTOR,1997,0.0,7.7,294505.0
4494,tm111688,0.0,1.0,0.0,Guarding Tess,MOVIE,PG-13,98,Hugh Wilson,DIRECTOR,1994,0.0,6.2,17401.0
4495,tm49178,0.0,1.0,0.0,Vampires,MOVIE,R,108,John Carpenter,DIRECTOR,1998,0.0,6.1,58026.0
4498,tm191953,0.0,1.0,0.0,The Edge,MOVIE,R,117,Lee Tamahori,DIRECTOR,1997,0.0,6.9,72945.0
4499,tm124365,0.0,1.0,0.0,Single White Female,MOVIE,R,107,Barbet Schroeder,DIRECTOR,1992,0.0,6.4,36596.0
4500,tm49343,0.0,1.0,0.0,The Negotiator,MOVIE,R,140,F. Gary Gray,DIRECTOR,1998,0.0,7.3,140567.0
4501,tm115798,0.0,1.0,0.0,Wolf,MOVIE,R,125,Mike Nichols,DIRECTOR,1994,0.0,6.2,56071.0
4502,tm16365,0.0,1.0,0.0,Casper,MOVIE,PG,100,Brad Silberling,DIRECTOR,1995,0.0,6.1,131636.0
4503,tm191331,0.0,1.0,0.0,Conspiracy Theory,MOVIE,R,130,Richard Donner,DIRECTOR,1997,0.0,6.7,99704.0
4504,tm54529,0.0,1.0,0.0,Stuart Little,MOVIE,PG,84,Rob Minkoff,DIRECTOR,1999,0.0,6.0,133037.0
4505,tm16522,0.0,1.0,0.0,Copycat,MOVIE,R,124,Jon Amiel,DIRECTOR,1995,0.0,6.6,58716.0
4506,tm189032,0.0,1.0,0.0,Hot Shots! Part Deux,MOVIE,PG-13,86,Jim Abrahams,DIRECTOR,1993,0.0,6.6,89898.0
4507,tm58856,0.0,1.0,0.0,Antz,MOVIE,PG,80,Eric Darnell,DIRECTOR,1998,0.0,6.6,153493.0
4508,tm58856,0.0,1.0,0.0,Antz,MOVIE,PG,80,Tim Johnson,DIRECTOR,1998,0.0,6.6,153493.0
4509,tm188787,0.0,1.0,0.0,Ninja Scroll,MOVIE,R,94,Yoshiaki Kawajiri,DIRECTOR,1993,0.0,7.8,36978.0
4510,tm104131,0.0,1.0,1.0,Fly Away Home,MOVIE,PG,107,Carroll Ballard,DIRECTOR,1996,0.0,6.9,25370.0
4511,tm17221,0.0,1.0,0.0,Center Stage,MOVIE,PG-13,115,Nicholas Hytner,DIRECTOR,2000,0.0,6.6,21509.0
4512,tm37642,0.0,1.0,0.0,Blue Streak,MOVIE,PG-13,93,Les Mayfield,DIRECTOR,1999,0.0,6.3,82067.0
4513,tm65812,0.0,1.0,0.0,The Siege,MOVIE,R,116,Edward Zwick,DIRECTOR,1998,0.0,6.3,72709.0
4516,tm114038,0.0,1.0,0.0,In the Army Now,MOVIE,PG,91,Daniel Petrie Jr.,DIRECTOR,1994,0.0,4.9,13705.0
4517,tm118344,0.0,1.0,0.0,The Flintstones,MOVIE,PG,91,Brian Levant,DIRECTOR,1994,0.0,4.9,80718.0
4518,tm47657,0.0,1.0,0.0,Deuce Bigalow: Male Gigolo,MOVIE,R,88,Mike Mitchell,DIRECTOR,1999,0.0,5.7,74658.0
4519,tm189589,0.0,1.0,0.0,The Program,MOVIE,R,113,David S. Ward,DIRECTOR,1993,0.0,6.4,10564.0
4522,tm183610,0.0,1.0,0.0,Striking Distance,MOVIE,R,101,Rowdy Herrington,DIRECTOR,1993,0.0,5.8,42306.0
4523,tm27967,0.0,1.0,0.0,Vertical Limit,MOVIE,PG-13,126,Martin Campbell,DIRECTOR,2000,0.0,5.9,61413.0
4524,tm12865,0.0,1.0,0.0,Boys on the Side,MOVIE,R,115,Herbert Ross,DIRECTOR,1995,0.0,6.4,12990.0
4525,tm58151,0.0,1.0,0.0,Dangerous Beauty,MOVIE,R,111,Marshall Herskovitz,DIRECTOR,1998,0.0,7.1,17556.0
4526,tm190891,0.0,1.0,0.0,Nowhere to Run,MOVIE,R,94,Robert Harmon,DIRECTOR,1993,0.0,5.6,23919.0
4528,tm124703,0.0,1.0,0.0,The Power of One,MOVIE,PG-13,127,John G. Avildsen,DIRECTOR,1992,0.0,7.1,9946.0
4529,tm125752,0.0,1.0,0.0,Mo' Money,MOVIE,R,90,Peter MacDonald,DIRECTOR,1992,0.0,5.5,7614.0
4530,tm59835,0.0,1.0,0.0,Madeline,MOVIE,PG,89,Daisy von Scherler Mayer,DIRECTOR,1998,0.0,5.9,7446.0
4531,tm187747,0.0,1.0,0.0,Made in America,MOVIE,PG-13,111,Richard Benjamin,DIRECTOR,1993,0.0,5.0,16742.0
4532,tm48310,0.0,1.0,1.0,Universal Soldier: The Return,MOVIE,R,82,Mic Rodgers,DIRECTOR,1999,0.0,4.1,29247.0
4533,tm49012,0.0,1.0,0.0,"Sabrina, Down Under",MOVIE,G,87,Kenneth R. Koch,DIRECTOR,1999,0.0,5.7,180.0
4534,tm125151,0.0,1.0,0.0,Saved by the Bell: Hawaiian Style,MOVIE,,100,Don Barnhart,DIRECTOR,1992,0.0,6.0,2899.0
4535,tm119554,0.0,1.0,0.0,Saved by the Bell: Wedding in Las Vegas,MOVIE,,90,Jeff Melman,DIRECTOR,1994,0.0,6.2,3270.0
4536,tm11007,0.0,1.0,0.0,Tiny Toons Night Ghoulery,MOVIE,,45,Rich Arons,DIRECTOR,1995,0.0,7.3,428.0
4537,tm11007,0.0,1.0,0.0,Tiny Toons Night Ghoulery,MOVIE,,45,Michael Gerard,DIRECTOR,1995,0.0,7.3,428.0
4538,tm11007,0.0,1.0,0.0,Tiny Toons Night Ghoulery,MOVIE,,45,Rusty Mills,DIRECTOR,1995,0.0,7.3,428.0
4539,tm11007,0.0,1.0,0.0,Tiny Toons Night Ghoulery,MOVIE,,45,Greg Reyna,DIRECTOR,1995,0.0,7.3,428.0
4540,tm109329,0.0,1.0,0.0,Tiny Toons Spring Break Special,MOVIE,,45,Rich Arons,DIRECTOR,1994,0.0,7.3,457.0
4541,tm109329,0.0,1.0,0.0,Tiny Toons Spring Break Special,MOVIE,,45,Michael Gerard,DIRECTOR,1994,0.0,7.3,457.0
4542,tm109329,0.0,1.0,0.0,Tiny Toons Spring Break Special,MOVIE,,45,Dave Marshall,DIRECTOR,1994,0.0,7.3,457.0
4543,tm60877,0.0,1.0,0.0,IMAX: Galapagos 3D,MOVIE,,40,David Clark,DIRECTOR,1999,0.0,7.7,25.0
4544,tm60877,0.0,1.0,0.0,IMAX: Galapagos 3D,MOVIE,,40,Al Giddings,DIRECTOR,1999,0.0,7.7,25.0
4545,tm56367,0.0,1.0,0.0,T-Rex: Back to the Cretaceous,MOVIE,,45,Brett Leonard,DIRECTOR,1998,0.0,4.7,761.0
4546,tm136288,0.0,1.0,0.0,Memories of Murder,MOVIE,,131,Bong Joon-ho,DIRECTOR,2003,0.0,8.1,172469.0
4547,tm141672,0.0,1.0,0.0,Drag Me to Hell,MOVIE,PG-13,99,Sam Raimi,DIRECTOR,2009,0.0,6.6,199511.0
4548,tm90485,0.0,1.0,0.0,Despicable Me,MOVIE,PG,95,Chris Renaud,DIRECTOR,2010,0.0,7.6,532859.0
4549,tm90485,0.0,1.0,0.0,Despicable Me,MOVIE,PG,95,Pierre Coffin,DIRECTOR,2010,0.0,7.6,532859.0
4550,tm66720,0.0,1.0,0.0,Hot Fuzz,MOVIE,R,121,Edgar Wright,DIRECTOR,2007,0.0,7.8,495408.0
4551,tm33545,0.0,1.0,0.0,Forgetting Sarah Marshall,MOVIE,R,111,Nicholas Stoller,DIRECTOR,2008,0.0,7.1,280121.0
4552,tm102740,0.0,1.0,0.0,The Other Guys,MOVIE,,107,Adam McKay,DIRECTOR,2010,0.0,6.6,263019.0
4553,tm85291,0.0,1.0,0.0,DodgeBall: A True Underdog Story,MOVIE,PG-13,92,Rawson Marshall Thurber,DIRECTOR,2004,0.0,6.7,244328.0
4554,tm29815,0.0,1.0,0.0,Taken,MOVIE,PG-13,93,Pierre Morel,DIRECTOR,2008,0.0,7.8,593358.0
4556,tm26292,0.0,1.0,0.0,Little Miss Sunshine,MOVIE,R,102,Jonathan Dayton,DIRECTOR,2006,0.0,7.8,469657.0
4557,tm26292,0.0,1.0,0.0,Little Miss Sunshine,MOVIE,R,102,Valerie Faris,DIRECTOR,2006,0.0,7.8,469657.0
4558,tm176784,0.0,1.0,0.0,The Hitchhiker's Guide to the Galaxy,MOVIE,PG,109,Garth Jennings,DIRECTOR,2005,0.0,6.7,196326.0
4559,tm145677,0.0,1.0,0.0,Watchmen,MOVIE,R,163,Zack Snyder,DIRECTOR,2009,0.0,7.6,540891.0
4560,tm100061,0.0,1.0,0.0,Black Swan,MOVIE,R,108,Darren Aronofsky,DIRECTOR,2010,0.0,8.0,745933.0
4561,tm85024,0.0,1.0,0.0,Walk Hard: The Dewey Cox Story,MOVIE,R,96,Jake Kasdan,DIRECTOR,2007,0.0,6.8,72095.0
4562,tm89991,0.0,1.0,0.0,Sideways,MOVIE,R,127,Alexander Payne,DIRECTOR,2004,0.0,7.5,189178.0
4563,tm46003,0.0,1.0,0.0,A Beautiful Mind,MOVIE,PG-13,135,Ron Howard,DIRECTOR,2001,0.0,8.2,909359.0
4564,tm156145,0.0,1.0,0.0,Knowing,MOVIE,PG-13,121,Alex Proyas,DIRECTOR,2009,0.0,6.2,231965.0
4566,tm97441,0.0,1.0,0.0,Easy A,MOVIE,PG-13,93,Will Gluck,DIRECTOR,2010,0.0,7.0,383849.0
4567,tm133767,0.0,1.0,0.0,Love Actually,MOVIE,R,139,Richard Curtis,DIRECTOR,2003,0.0,7.6,474176.0
4568,tm28557,0.0,1.0,0.0,Crank,MOVIE,R,88,Brian Taylor,DIRECTOR,2006,0.0,6.9,246596.0
4569,tm28557,0.0,1.0,0.0,Crank,MOVIE,R,88,Mark Neveldine,DIRECTOR,2006,0.0,6.9,246596.0
4570,tm78084,0.0,1.0,0.0,Juno,MOVIE,PG-13,96,Jason Reitman,DIRECTOR,2007,0.0,7.5,514142.0
4571,tm134019,0.0,1.0,0.0,Brothers,MOVIE,R,104,Jim Sheridan,DIRECTOR,2009,0.0,7.1,121311.0
4572,tm36266,0.0,1.0,0.0,Marie Antoinette,MOVIE,PG-13,123,Sofia Coppola,DIRECTOR,2006,0.0,6.5,109528.0
4573,tm109300,0.0,1.0,0.0,Resident Evil,MOVIE,R,100,Paul W. S. Anderson,DIRECTOR,2002,0.0,6.6,265366.0
4574,tm136858,0.0,1.0,0.0,Runaway Jury,MOVIE,PG-13,127,Gary Fleder,DIRECTOR,2003,0.0,7.1,96613.0
4575,tm32075,0.0,1.0,0.0,Let the Right One In,MOVIE,R,114,Tomas Alfredson,DIRECTOR,2008,0.0,7.9,214377.0
4576,tm115688,0.0,1.0,0.0,Scooby-Doo,MOVIE,PG,86,Raja Gosnell,DIRECTOR,2002,0.0,5.2,110049.0
4577,tm94303,0.0,1.0,1.0,Crash,MOVIE,,112,Paul Haggis,DIRECTOR,2005,0.0,7.8,433096.0
4579,tm102443,0.0,1.0,0.0,Unstoppable,MOVIE,PG-13,98,Tony Scott,DIRECTOR,2010,0.0,6.8,195197.0
4580,tm181571,0.0,1.0,1.0,Zathura: A Space Adventure,MOVIE,PG,101,Jon Favreau,DIRECTOR,2005,0.0,6.2,102445.0
4581,tm103299,0.0,1.0,0.0,Get Him to the Greek,MOVIE,R,109,Nicholas Stoller,DIRECTOR,2010,0.0,6.3,177089.0
4582,tm176763,0.0,1.0,0.0,Hitch,MOVIE,PG-13,115,Andy Tennant,DIRECTOR,2005,0.0,6.6,313342.0
4583,tm165656,0.0,1.0,0.0,Fever Pitch,MOVIE,PG-13,99,Peter Farrelly,DIRECTOR,2005,0.0,6.2,44967.0
4584,tm165656,0.0,1.0,0.0,Fever Pitch,MOVIE,PG-13,99,Bobby Farrelly,DIRECTOR,2005,0.0,6.2,44967.0
4585,tm146445,0.0,1.0,0.0,The Imaginarium of Doctor Parnassus,MOVIE,PG-13,123,Terry Gilliam,DIRECTOR,2009,0.0,6.8,148542.0
4586,tm105227,0.0,1.0,0.0,Mr. Deeds,MOVIE,PG-13,96,Steven Brill,DIRECTOR,2002,0.0,5.8,143007.0
4587,tm92692,0.0,1.0,0.0,Predators,MOVIE,R,108,Nimród Antal,DIRECTOR,2010,0.0,6.4,222942.0
4588,tm77966,0.0,1.0,0.0,Charlie Wilson's War,MOVIE,R,102,Mike Nichols,DIRECTOR,2007,0.0,7.0,117222.0
4589,tm103239,0.0,1.0,0.0,Black Death,MOVIE,R,102,Christopher Smith,DIRECTOR,2010,0.0,6.4,47682.0
4591,tm65847,0.0,1.0,0.0,Superhero Movie,MOVIE,PG-13,75,Craig Mazin,DIRECTOR,2008,0.0,4.6,68107.0
4592,tm26708,0.0,1.0,0.0,"Definitely, Maybe",MOVIE,PG-13,112,Adam Brooks,DIRECTOR,2008,0.0,7.1,164367.0
4594,tm92075,0.0,1.0,0.0,The A-Team,MOVIE,PG-13,119,Joe Carnahan,DIRECTOR,2010,0.0,6.7,256854.0
4595,tm72269,0.0,1.0,0.0,We Own the Night,MOVIE,R,117,James Gray,DIRECTOR,2007,0.0,6.8,88363.0
4596,tm35655,0.0,1.0,0.0,The Mummy: Tomb of the Dragon Emperor,MOVIE,PG-13,116,Rob Cohen,DIRECTOR,2008,0.0,5.2,157718.0
4597,tm37117,0.0,1.0,0.0,The Bank Job,MOVIE,R,112,Roger Donaldson,DIRECTOR,2008,0.0,7.2,180171.0
4599,tm71281,0.0,1.0,0.0,Death at a Funeral,MOVIE,R,90,Frank Oz,DIRECTOR,2007,0.0,7.3,115050.0
4600,tm90927,0.0,1.0,0.0,The Wolfman,MOVIE,R,102,Joe Johnston,DIRECTOR,2010,0.0,5.8,106132.0
4601,tm93556,0.0,1.0,0.0,All Good Things,MOVIE,R,101,Andrew Jarecki,DIRECTOR,2010,0.0,6.3,55797.0
4602,tm148379,0.0,1.0,0.0,The Cat in the Hat,MOVIE,PG,81,Bo Welch,DIRECTOR,2003,0.0,4.0,81971.0
4603,tm94422,0.0,1.0,0.0,Resident Evil: Apocalypse,MOVIE,R,94,Alexander Witt,DIRECTOR,2004,0.0,6.1,196625.0
4604,tm35802,0.0,1.0,0.0,Notes on a Scandal,MOVIE,R,92,Richard Eyre,DIRECTOR,2006,0.0,7.4,78084.0
4605,tm96208,0.0,1.0,0.0,Resident Evil: Afterlife,MOVIE,R,97,Paul W. S. Anderson,DIRECTOR,2010,0.0,5.8,169756.0
4606,tm53456,0.0,1.0,0.0,Ghosts of Mars,MOVIE,R,98,John Carpenter,DIRECTOR,2001,0.0,4.9,54311.0
4607,tm171198,0.0,1.0,0.0,Land of the Dead,MOVIE,R,93,George A. Romero,DIRECTOR,2005,0.0,6.2,95996.0
4608,tm146871,0.0,1.0,0.0,Ong Bak: Muay Thai Warrior,MOVIE,R,105,Prachya Pinkaew,DIRECTOR,2003,0.0,7.1,74194.0
4609,tm98366,0.0,1.0,0.0,The Runaways,MOVIE,R,105,Floria Sigismondi,DIRECTOR,2010,0.0,6.5,48703.0
4610,tm102403,0.0,1.0,0.0,The Karate Kid,MOVIE,PG,140,Harald Zwart,DIRECTOR,2010,0.0,6.2,178653.0
4611,tm150554,0.0,1.0,0.0,The Young Victoria,MOVIE,PG,105,Jean-Marc Vallée,DIRECTOR,2009,0.0,7.2,61411.0
4613,tm160314,0.0,1.0,0.0,Stay,MOVIE,R,99,Marc Forster,DIRECTOR,2005,0.0,6.7,78889.0
