,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
23840,tm244915,Baaghi,MOVIE,,133,2016,0.0,5.3
23872,tm219276,Tallulah,MOVIE,,111,2016,0.0,6.7
23877,tm316731,Bert Kreischer: The Machine,MOVIE,,70,2016,0.0,7.6
23896,tm247642,Amanda Knox,MOVIE,,92,2016,0.0,6.9
23924,tm138792,Results,MOVIE,R,105,2015,0.0,5.4
23926,tm244052,Sebastian Maniscalco: Why Would You Do That?,MOVIE,,63,2016,0.0,7.4
23947,tm123789,The Young Messiah,MOVIE,PG-13,120,2016,0.0,5.6
23955,ts35359,Heidi,SHOW,TV-Y,23,2015,2.0,7.1
23989,tm219173,Term Life,MOVIE,R,93,2016,0.0,5.5
24017,tm208903,For the Love of Spock,MOVIE,,105,2016,0.0,7.6
24019,tm229542,John Mulaney: The Comeback Kid,MOVIE,PG,62,2015,0.0,7.9
24043,tm211510,Incarnate,MOVIE,PG-13,19,2016,0.0,5.2
24080,tm205870,Message from the King,MOVIE,R,102,2016,0.0,6.4
24082,ts38512,Cooked,SHOW,TV-PG,53,2016,1.0,7.6
24143,ts53106,Tokyo Trial,SHOW,TV-MA,48,2016,1.0,7.4
24161,tm271070,The Warriors Gate,MOVIE,PG-13,108,2016,0.0,5.4
24173,tm214085,Tig,MOVIE,,95,2015,0.0,7.4
24202,tm218052,Drishyam,MOVIE,R,163,2015,0.0,8.2
24205,tm248010,Taxi Driver,MOVIE,,100,2015,0.0,6.0
24257,tm267135,The Dreamseller,MOVIE,,96,2016,0.0,6.0
24263,ts74753,Tales by Light,SHOW,,28,2015,3.0,8.3
24273,tm246870,Lavender,MOVIE,,92,2016,0.0,5.3
24275,tm245235,Ali Wong: Baby Cobra,MOVIE,,60,2016,0.0,7.5
24285,tm235405,Hyena Road,MOVIE,R,120,2015,0.0,6.5
24312,tm218186,Septembers of Shiraz,MOVIE,PG-13,110,2015,0.0,7.9
24327,tm228242,A Very Murray Christmas,MOVIE,,56,2015,0.0,5.5
24338,tm244513,Divines,MOVIE,,105,2016,0.0,7.4
24373,tm232954,Audrie & Daisy,MOVIE,,95,2016,0.0,7.2
24401,tm239290,Always Be My Maybe,MOVIE,,112,2016,0.0,6.6
24424,tm290444,Pandora,MOVIE,R,136,2016,0.0,6.6
24436,ts41899,Nightmare Teacher,SHOW,TV-MA,16,2016,1.0,7.1
24442,tm225693,Keith Richards: Under the Influence,MOVIE,PG,82,2015,0.0,7.1
24453,tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,,87,2016,0.0,6.5
24455,tm272413,Colin Quinn: The New York Story,MOVIE,,62,2016,0.0,6.9
24463,tm138584,Hawaizaada,MOVIE,PG,157,2015,0.0,5.5
24464,ts56221,Rainbow Ruby,SHOW,TV-Y,12,2016,4.0,6.6
24486,tm225275,Riot,MOVIE,,88,2015,0.0,5.1
24500,tm209950,Kevin Hart: What Now?,MOVIE,R,96,2016,0.0,5.9
24515,tm308241,Legends of the Hidden Temple,MOVIE,PG,68,2016,0.0,5.6
24546,tm213681,Veteran,MOVIE,,119,2015,0.0,7.0
24575,tm139870,Opening Night,MOVIE,,90,2016,0.0,6.0
24590,tm239739,Raman Raghav 2.0,MOVIE,,134,2016,0.0,7.4
24654,tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,,108,2016,0.0,6.3
24672,ts38761,Another Miss Oh,SHOW,TV-MA,69,2016,1.0,7.8
24681,tm195764,6 Years,MOVIE,,84,2015,0.0,5.6
24706,tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,,30,2015,0.0,6.8
24732,tm217939,Un + une,MOVIE,,115,2015,0.0,6.2
24748,tm200454,Ok Kanmani,MOVIE,PG,139,2015,0.0,7.4
24790,tm266844,True Memoirs of an International Assassin,MOVIE,PG-13,98,2016,0.0,5.9
24796,ts74929,H20: Mermaid Adventures,SHOW,TV-Y,24,2015,2.0,5.7
24864,tm300713,High & Low The Movie,MOVIE,,129,2016,0.0,6.4
24888,ts38772,Dear My Friends,SHOW,TV-MA,70,2016,1.0,8.2
24909,tm240895,Strange Weather,MOVIE,R,95,2016,0.0,6.0
24930,tm275800,The Lighthouse of the Orcas,MOVIE,,110,2016,0.0,6.7
24943,tm276430,Servant Of The People 2,MOVIE,,100,2016,0.0,6.2
24976,tm224377,Heneral Luna,MOVIE,R,118,2015,0.0,7.3
24999,tm242755,Ordinary World,MOVIE,,86,2016,0.0,5.5
25026,tm241998,Mohenjo Daro,MOVIE,,155,2016,0.0,5.6
25069,tm208628,Dil Dhadakne Do,MOVIE,PG-13,170,2015,0.0,7.0
25082,ts41260,"Hello, My Twenties!",SHOW,TV-14,63,2016,2.0,8.3
25097,tm242646,Toro,MOVIE,R,105,2016,0.0,5.9
25108,ts38717,Good Morning Call,SHOW,TV-14,48,2016,2.0,7.5
25111,ts87465,Witch Hunt: A Century of Murder,SHOW,TV-14,46,2015,1.0,7.1
25148,tm242687,Riphagen the Untouchable,MOVIE,,132,2016,0.0,7.1
25164,tm208713,Gabbar Is Back,MOVIE,PG-13,130,2015,0.0,7.1
25166,tm220317,Demetri Martin: Live (At The Time),MOVIE,,61,2015,0.0,7.4
25180,tm267948,7 Years,MOVIE,,77,2016,0.0,6.7
25193,tm219817,Talvar,MOVIE,PG,132,2015,0.0,8.1
25206,tm201365,Brothers,MOVIE,PG-13,156,2015,0.0,6.4
25208,tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,PG-13,87,2016,0.0,7.4
25233,ts36741,Fartsa,SHOW,TV-14,60,2015,1.0,6.7
25259,tm233843,Pyaar Ka Punchnama 2,MOVIE,PG-13,159,2015,0.0,7.3
25268,tm211461,Much Loved,MOVIE,,108,2015,0.0,6.2
25292,tm232710,A Second Chance,MOVIE,,130,2015,0.0,8.6
25329,tm244638,Rebirth,MOVIE,,101,2016,0.0,4.9
25339,tm451222,Lang Tong,MOVIE,,83,2015,0.0,4.8
25347,tm195870,Manson Family Vacation,MOVIE,,85,2015,0.0,5.8
25357,ts83535,Popples,SHOW,,25,2015,3.0,6.0
25376,tm221883,Gridlocked,MOVIE,R,110,2016,0.0,5.8
25378,tm239635,Jimmy Carr: Funny Business,MOVIE,,62,2016,0.0,7.2
25380,tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,,58,2015,0.0,6.6
25396,tm245102,The Next Skin,MOVIE,,100,2016,0.0,6.2
25399,tm215054,Chris Tucker: Live,MOVIE,,92,2015,0.0,6.3
25401,tm271839,"Dana Carvey: Straight White Male, 60",MOVIE,,64,2016,0.0,6.5
25403,tm245297,Justin Timberlake + The Tennessee Kids,MOVIE,,90,2016,0.0,7.6
25405,tm266629,Russell Peters: Almost Famous,MOVIE,,73,2016,0.0,6.6
25420,tm220473,Colin Quinn: Unconstitutional,MOVIE,,55,2015,0.0,7.1
25422,tm245148,Jim Jefferies: Freedumb,MOVIE,R,86,2016,0.0,7.7
25424,tm274053,Asperger's Are Us,MOVIE,,83,2016,0.0,6.6
25426,tm239762,Tony Robbins: I Am Not Your Guru,MOVIE,,115,2016,0.0,6.6
25434,tm197503,Hunterrr,MOVIE,R,141,2015,0.0,7.0
25467,tm201906,Belgica,MOVIE,,127,2016,0.0,6.7
25487,tm233344,Kapoor & Sons,MOVIE,PG-13,140,2016,0.0,7.7
25500,tm240162,Udta Punjab,MOVIE,R,148,2016,0.0,7.7
25514,tm211478,Tamasha,MOVIE,PG,139,2015,0.0,7.3
25574,tm244758,Breaking the Bank,MOVIE,,106,2016,0.0,4.8
25575,tm321189,All About Asado,MOVIE,,90,2016,0.0,6.5
25585,ts41485,Vanished 46,SHOW,TV-MA,63,2016,1.0,8.2
25612,tm245722,Chronically Metropolitan,MOVIE,,86,2016,0.0,4.9
25618,ts53543,The Miracle,SHOW,TV-14,18,2016,1.0,6.3
25625,tm282915,Fate/Grand Order: First Order,MOVIE,,72,2016,0.0,5.7
25647,ts83224,Toon,SHOW,TV-MA,27,2016,2.0,7.6
25649,tm232931,Hannibal Buress: Comedy Camisado,MOVIE,R,67,2016,0.0,6.6
25651,tm227922,Anjelah Johnson: Not Fancy,MOVIE,,63,2015,0.0,5.7
25662,tm272854,Force 2,MOVIE,PG,123,2016,0.0,6.2
25675,tm233015,Fitoor,MOVIE,,131,2016,0.0,5.4
25691,tm139590,Triumph in the Skies,MOVIE,,100,2015,0.0,4.3
25704,tm242422,In the Shadow of Iris,MOVIE,,99,2016,0.0,6.1
25740,tm193211,Mucize,MOVIE,PG-13,136,2015,0.0,7.6
25742,tm270555,The Ivory Game,MOVIE,,112,2016,0.0,7.9
25752,tm236999,Our Lovers,MOVIE,,88,2016,0.0,6.7
25789,tm233570,Beauty and the Bestie,MOVIE,,119,2015,0.0,4.6
25798,ts55556,A Touch of Green,SHOW,TV-MA,53,2015,1.0,8.4
25801,tm233023,Tom Segura: Mostly Stories,MOVIE,,73,2016,0.0,7.5
25822,tm193388,Dhanak,MOVIE,,106,2015,0.0,7.9
25845,tm234466,Jonah,MOVIE,PG,97,2016,0.0,5.4
25857,tm376111,Chocolate City: Vegas Strip,MOVIE,PG-13,89,2016,0.0,3.7
25875,tm239769,I'll Sleep When I'm Dead,MOVIE,,82,2016,0.0,6.6
25889,tm540757,Project Marathwada,MOVIE,,110,2016,0.0,6.5
25902,tm207668,ABCD 2,MOVIE,PG,154,2015,0.0,5.4
25917,tm228839,Ali Baba and the 7 Dwarfs,MOVIE,PG-13,114,2015,0.0,5.6
25927,tm233366,Te3n,MOVIE,PG-13,136,2016,0.0,7.3
25970,tm230524,"Chatô, The King of Brazil",MOVIE,,100,2015,0.0,5.4
25984,tm233157,The Guardian Brothers,MOVIE,PG,103,2016,0.0,5.4
25990,tm245042,Budhia Singh: Born to Run,MOVIE,,112,2016,0.0,7.6
26000,tm239947,Mercy,MOVIE,,82,2016,0.0,4.1
26005,tm315345,City of Joy,MOVIE,,74,2016,0.0,7.5
26042,tm239774,XOXO,MOVIE,,92,2016,0.0,5.3
26058,tm270982,Layla M.,MOVIE,,98,2016,0.0,6.6
26085,tm233196,Jessica Darling's It List,MOVIE,,79,2016,0.0,5.4
26090,tm246056,Garfunkel and Oates: Trying to be Special,MOVIE,,62,2016,0.0,7.3
26106,tm311494,Slam,MOVIE,,100,2016,0.0,6.1
26112,tm244635,The Blind Christ,MOVIE,R,95,2016,0.0,5.8
26126,tm227044,Shaandaar,MOVIE,PG-13,144,2015,0.0,3.6
26145,tm246579,Rainbow Time,MOVIE,,91,2016,0.0,5.9
26154,tm244868,The Flower of Aleppo,MOVIE,,100,2016,0.0,5.4
26164,tm245155,The Worthy,MOVIE,,95,2016,0.0,5.1
26173,ts52825,The Princess Weiyoung,SHOW,TV-14,45,2016,1.0,7.7
26192,tm245293,You Are My Sunday,MOVIE,,119,2016,0.0,7.7
26213,tm232832,The Lion Woman,MOVIE,PG-13,126,2016,0.0,6.6
26225,tm239933,7:19,MOVIE,,94,2016,0.0,5.8
26245,tm247644,Schubert in Love,MOVIE,,94,2016,0.0,5.0
26258,tm212968,Frank and Cindy,MOVIE,,102,2015,0.0,6.1
26276,ts35505,Old Money,SHOW,TV-MA,47,2015,1.0,7.3
26278,ts78442,Coach Snoop,SHOW,TV-MA,29,2016,2.0,6.7
26312,tm230927,Puerto Ricans in Paris,MOVIE,R,82,2015,0.0,5.3
26322,tm244577,Love O2O,MOVIE,,105,2016,0.0,6.4
26327,tm227523,Fifty,MOVIE,,101,2015,0.0,6.0
26342,tm230426,"Liar, Liar, Vampire",MOVIE,G,66,2015,0.0,5.7
26365,tm283938,Selfie 69,MOVIE,,116,2016,0.0,6.1
26370,tm236705,Ricardo O'Farrill: Abrazo Genial,MOVIE,,92,2016,0.0,5.5
26383,tm244923,My Mother's Wound,MOVIE,PG-13,120,2016,0.0,7.3
26385,tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,,77,2016,0.0,6.6
26396,tm134052,Umrika,MOVIE,,98,2015,0.0,6.6
26403,tm246543,Journey to Greenland,MOVIE,,98,2016,0.0,6.3
26412,ts53065,One More Time,SHOW,TV-14,31,2016,1.0,6.8
26414,tm272484,Michael Che Matters,MOVIE,,60,2016,0.0,7.2
26423,tm252609,'76,MOVIE,PG-13,118,2016,0.0,5.6
26434,tm234064,Halal Love,MOVIE,,95,2016,0.0,6.3
26448,tm240733,100 Meters,MOVIE,,108,2016,0.0,7.5
26450,tm230478,Brent Morin: I'm Brent Morin,MOVIE,,67,2015,0.0,6.5
26452,tm267419,Joe Rogan: Triggered,MOVIE,,63,2016,0.0,7.4
26464,tm232930,Kyaa Kool Hain Hum 3,MOVIE,,124,2016,0.0,1.9
26467,tm149212,Olmo and the Seagull,MOVIE,,90,2015,0.0,7.2
26469,tm243931,The Beginning of Life,MOVIE,G,98,2016,0.0,7.5
26489,tm307997,Offline: Are You Ready for the Next Level?,MOVIE,,88,2016,0.0,5.0
26512,tm219699,Phantom,MOVIE,,136,2015,0.0,5.9
26535,tm234136,MindGamers,MOVIE,,97,2015,0.0,3.6
26537,tm239764,David Cross: Making America Great Again,MOVIE,,74,2016,0.0,6.5
26542,tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,PG,60,2015,0.0,6.7
26556,tm244380,Barcelona: A Love Untold,MOVIE,,132,2016,0.0,6.6
26561,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,,80,2016,0.0,7.3
26581,tm263743,The Doll,MOVIE,,106,2016,0.0,5.2
26589,tm246485,U Turn,MOVIE,R,121,2016,0.0,7.5
26605,tm267017,I Love You,MOVIE,,98,2016,0.0,4.7
26611,tm224255,Very Big Shot,MOVIE,R,107,2015,0.0,6.9
26626,ts38812,Fearless,SHOW,,42,2016,2.0,7.0
26632,tm234292,The Heirs,MOVIE,,71,2015,0.0,5.7
26639,tm238717,Barakah Meets Barakah,MOVIE,,88,2016,0.0,6.3
26648,tm271974,Pettson and Findus: The Best Christmas Ever,MOVIE,,82,2016,0.0,5.5
26650,tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,,71,2015,0.0,6.8
26657,tm201855,Katti Batti,MOVIE,,138,2015,0.0,4.6
26666,ts21876,My Sunshine,SHOW,TV-PG,45,2015,1.0,6.5
26673,tm272012,Ghost Patrol,MOVIE,,50,2016,0.0,5.1
26690,tm217986,Bangistan,MOVIE,PG-13,135,2015,0.0,4.5
26700,tm215911,Ludo,MOVIE,,90,2015,0.0,2.8
26702,tm327551,Born in Syria,MOVIE,,86,2016,0.0,7.7
26704,tm238486,Theo Von: No Offense,MOVIE,,65,2016,0.0,5.6
26709,tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,,31,2016,0.0,5.7
26720,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,,74,2015,0.0,6.5
26724,tm286268,#Rucker50,MOVIE,,56,2016,0.0,5.2
26735,tm214589,The Breakup Playlist,MOVIE,,117,2015,0.0,6.5
26766,tm375681,S Storm,MOVIE,PG-13,90,2016,0.0,5.1
26784,tm316567,HiGH&LOW: The Red Rain,MOVIE,,110,2016,0.0,6.1
26792,tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,,39,2015,0.0,7.3
26847,tm224275,3000 Nights,MOVIE,,103,2015,0.0,7.0
26860,tm66466,Wazir,MOVIE,PG-13,103,2016,0.0,7.2
26863,tm340927,Motu Patlu: King Of Kings,MOVIE,G,109,2016,0.0,6.5
26876,tm219739,The Love Affair,MOVIE,,125,2015,0.0,6.3
26895,tm231911,Everyday I Love You,MOVIE,,122,2015,0.0,7.0
26898,tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,,74,2016,0.0,5.9
26907,tm554110,The CEO,MOVIE,PG-13,105,2016,0.0,5.6
26909,tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,,78,2015,0.0,6.8
26930,tm273933,Reggie Watts: Spatial,MOVIE,,61,2016,0.0,6.0
26942,ts83450,Close Your Eyes Before It's Dark,SHOW,TV-14,84,2016,1.0,7.0
26958,tm549892,Aerials,MOVIE,,90,2016,0.0,1.5
26965,tm317850,Meet The in-Laws,MOVIE,,75,2016,0.0,6.0
26978,tm207734,Chris D'Elia: Incorrigible,MOVIE,R,83,2015,0.0,6.4
26983,ts52950,Miss in Kiss,SHOW,TV-14,27,2016,1.0,7.7
27001,tm244842,Ordinary People,MOVIE,,107,2016,0.0,7.3
27011,tm350159,Couple Of Days,MOVIE,,103,2016,0.0,6.4
27027,tm226320,Kara Bela,MOVIE,PG-13,100,2015,0.0,6.7
27042,tm279828,Vince & Kath & James,MOVIE,,116,2016,0.0,6.8
27053,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,,67,2016,0.0,7.0
27059,tm311456,Sen Benim HerŞeyimsin,MOVIE,,107,2016,0.0,6.2
27075,tm350374,Saawan,MOVIE,,90,2016,0.0,7.3
27097,tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,,60,2016,0.0,6.2
27126,tm234069,Wedding Association 2: Circumcision,MOVIE,PG-13,107,2015,0.0,6.3
27153,tm232947,Brahman Naman,MOVIE,,94,2016,0.0,5.5
27158,tm290157,XV Beyond the Tryline,MOVIE,,91,2016,0.0,6.8
27169,tm246810,Santa Banta Pvt Ltd,MOVIE,,112,2016,0.0,2.7
27180,tm239078,Jada,MOVIE,PG-13,16,2016,0.0,5.4
27182,tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,,68,2016,0.0,4.7
27199,tm211571,Niyazi Gül Dörtnala,MOVIE,PG,106,2015,0.0,4.5
27210,tm242906,Sila Samayangalil,MOVIE,,101,2016,0.0,5.8
27231,tm368725,Love Is a Story,MOVIE,,107,2015,0.0,6.0
27237,tm203056,Husband Factor,MOVIE,PG-13,108,2015,0.0,6.2
27243,tm233463,Husband Factor: Resurrection,MOVIE,PG,108,2016,0.0,5.3
27266,tm283909,The Super Parental Guardians,MOVIE,,115,2016,0.0,4.4
27272,tm235005,Oloibiri,MOVIE,,106,2015,0.0,5.1
27282,tm267112,Gang of the Caribbean,MOVIE,,90,2016,0.0,5.1
27304,tm247767,Kiss of Life,MOVIE,G,102,2015,0.0,5.9
27313,tm198842,Souk Bazaar,MOVIE,PG,97,2015,0.0,5.2
27329,tm232855,Everything About Her,MOVIE,,126,2016,0.0,7.2
27367,tm424879,Road To High & Low,MOVIE,,95,2016,0.0,6.6
27374,ts53513,Back to 1989,SHOW,TV-14,44,2016,1.0,8.0
27376,tm245050,The Arbitration,MOVIE,,100,2016,0.0,5.0
27383,tm247159,The Last Egg,MOVIE,,95,2016,0.0,4.8
27392,tm407961,Gbomo Gbomo Express,MOVIE,,96,2015,0.0,5.0
27402,tm225416,Janoskians: Untold and Untrue,MOVIE,,88,2015,0.0,3.7
27428,tm198786,Crazy Beautiful You,MOVIE,,115,2015,0.0,7.0
27433,tm232090,Snervous Tyler Oakley,MOVIE,PG-13,82,2015,0.0,5.4
27435,tm571645,Sommore: The Reign Continues,MOVIE,R,92,2015,0.0,7.0
27436,tm350727,Hajwala: The Missing Engine,MOVIE,R,96,2016,0.0,2.0
27454,tm212909,Just the Way You Are,MOVIE,,107,2015,0.0,6.3
27465,tm233121,Dedemin Fişi,MOVIE,PG,100,2016,0.0,5.5
27494,tm272666,The Unmarried Wife,MOVIE,,130,2016,0.0,5.9
27519,tm245791,My Stupid Boss,MOVIE,,106,2016,0.0,7.1
27538,tm271333,The Third Party,MOVIE,,118,2016,0.0,6.1
27549,tm409220,Ojukokoro (Greed),MOVIE,,112,2016,0.0,6.6
27558,tm234735,Time Out,MOVIE,,98,2015,0.0,6.0
27591,tm312676,Leave No Trace,MOVIE,PG,109,2018,0.0,7.1
27635,tm239091,Blade Runner 2049,MOVIE,R,164,2017,0.0,8.0
27738,tm244208,It,MOVIE,R,135,2017,0.0,7.3
27800,tm244259,Wind River,MOVIE,R,107,2017,0.0,7.7
27831,tm310953,Sorry to Bother You,MOVIE,R,111,2018,0.0,6.9
27881,tm232797,Dunkirk,MOVIE,PG-13,107,2017,0.0,7.8
27952,tm366889,Vice,MOVIE,R,132,2018,0.0,7.2
28014,tm315174,Phantom Thread,MOVIE,R,130,2017,0.0,7.4
28144,tm315344,Molly's Game,MOVIE,R,140,2017,0.0,7.4
28171,tm318206,Den of Thieves,MOVIE,R,140,2018,0.0,7.0
28285,tm266714,CHiPS,MOVIE,R,100,2017,0.0,6.0
28325,tm425889,The Ballad of Buster Scruggs,MOVIE,R,132,2018,0.0,7.3
28415,tm244220,Darkest Hour,MOVIE,PG-13,125,2017,0.0,7.4
28469,tm367185,Won't You Be My Neighbor?,MOVIE,PG-13,95,2018,0.0,8.4
28543,tm287684,The Ritual,MOVIE,R,94,2017,0.0,6.3
28650,tm244174,Okja,MOVIE,PG-13,122,2017,0.0,7.3
28699,tm288010,Final Score,MOVIE,R,104,2018,0.0,5.7
28719,tm300280,Rumble: The Indians Who Rocked the World,MOVIE,,103,2017,0.0,7.7
28741,tm244364,The Nightingale,MOVIE,R,136,2018,0.0,7.3
28815,tm359978,Forgotten,MOVIE,,109,2017,0.0,7.4
28838,tm414073,Backtrace,MOVIE,R,92,2018,0.0,3.8
28860,ts58367,Safe,SHOW,TV-MA,45,2018,1.0,7.2
28877,ts55798,Stranger,SHOW,TV-MA,64,2017,2.0,8.5
28908,tm412550,Set It Up,MOVIE,R,105,2018,0.0,6.5
28941,tm299741,Crooked House,MOVIE,PG-13,115,2017,0.0,6.3
28957,tm239286,The Cloverfield Paradox,MOVIE,PG-13,102,2018,0.0,5.5
28984,tm272060,What Happened to Monday,MOVIE,R,123,2017,0.0,6.8
29024,tm266666,Gerald's Game,MOVIE,,104,2017,0.0,6.5
29045,tm288499,Roma,MOVIE,R,135,2018,0.0,7.7
29058,tm370212,Adrift,MOVIE,PG-13,96,2018,0.0,6.6
29070,tm244191,The Beguiled,MOVIE,R,93,2017,0.0,6.8
29113,tm350379,Ghostland,MOVIE,R,91,2018,0.0,6.4
29167,tm350,The Bad Batch,MOVIE,R,119,2017,0.0,5.2
29204,tm320570,Tully,MOVIE,R,96,2018,0.0,7.0
29264,tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,,124,2018,0.0,7.3
29354,tm233482,The Foreigner,MOVIE,R,113,2017,0.0,7.0
29362,tm320281,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,R,80,2017,0.0,5.3
29421,tm319818,Outlaw King,MOVIE,R,121,2018,0.0,6.9
29430,tm414887,Destination Wedding,MOVIE,R,90,2018,0.0,6.0
29502,tm374132,Bird Box,MOVIE,R,124,2018,0.0,6.6
29525,tm280828,The Babysitter,MOVIE,R,85,2017,0.0,6.4
29565,ts84574,Salt Fat Acid Heat,SHOW,,43,2018,1.0,7.7
29570,tm371380,The Package,MOVIE,R,94,2018,0.0,5.5
29591,tm244197,Replicas,MOVIE,PG-13,94,2018,0.0,5.5
29614,tm420348,Cam,MOVIE,,95,2018,0.0,5.9
29648,ts78558,Queer Eye,SHOW,TV-14,47,2018,6.0,8.5
29691,tm435086,Level 16,MOVIE,,102,2018,0.0,6.0
29708,tm414285,Abducted in Plain Sight,MOVIE,,91,2018,0.0,6.8
29758,tm244206,The Meyerowitz Stories (New and Selected),MOVIE,,112,2017,0.0,6.9
29760,ts79926,James Acaster: Repertoire,SHOW,TV-14,52,2018,1.0,8.4
29798,tm273294,I Don't Feel at Home in This World Anymore,MOVIE,,93,2017,0.0,6.9
29818,tm280060,Step Sisters,MOVIE,PG-13,104,2018,0.0,5.4
29857,tm226948,The Shack,MOVIE,PG-13,132,2017,0.0,6.2
29880,tm371900,Calibre,MOVIE,,101,2018,0.0,6.8
29917,tm271951,Apostle,MOVIE,R,130,2018,0.0,6.3
29934,tm244332,Beirut,MOVIE,R,110,2018,0.0,6.4
29959,tm410435,To All the Boys I've Loved Before,MOVIE,PG-13,100,2018,0.0,7.1
29978,ts78430,Collateral,SHOW,TV-MA,57,2018,1.0,6.7
30007,tm362881,Mirai,MOVIE,PG,94,2018,0.0,7.0
30025,tm221953,Bāhubali 2: The Conclusion,MOVIE,,168,2017,0.0,8.2
30052,tm227940,Berlin Syndrome,MOVIE,R,116,2017,0.0,6.2
30069,tm311815,Icarus,MOVIE,,121,2017,0.0,7.9
30076,ts55645,Five Came Back,SHOW,TV-MA,65,2017,1.0,8.3
30129,tm362098,The Kindergarten Teacher,MOVIE,R,96,2018,0.0,6.7
30164,tm317542,1922,MOVIE,,101,2017,0.0,6.2
30184,tm313683,Veronica,MOVIE,R,105,2017,0.0,6.2
30202,tm414220,Little Italy,MOVIE,R,102,2018,0.0,5.7
30234,tm299677,Hold the Dark,MOVIE,,126,2018,0.0,5.6
30239,tm244325,Mute,MOVIE,R,126,2018,0.0,5.4
30262,tm435916,The Perfection,MOVIE,,90,2018,0.0,6.1
30289,tm433228,Red Joan,MOVIE,R,101,2018,0.0,6.4
30344,tm244307,Bright,MOVIE,R,117,2017,0.0,6.3
30348,ts80705,Evil Genius,SHOW,TV-MA,48,2018,1.0,7.5
30384,tm346943,Kodachrome,MOVIE,,105,2017,0.0,6.8
30402,tm233362,The Discovery,MOVIE,,102,2017,0.0,6.2
30438,tm310706,Extinction,MOVIE,R,96,2018,0.0,5.8
30468,tm244233,The Book of Henry,MOVIE,PG-13,106,2017,0.0,6.5
30476,tm317566,Creep 2,MOVIE,R,80,2017,0.0,6.4
30510,tm422491,Speed Kills,MOVIE,R,102,2018,0.0,4.2
30528,tm449070,Black Mirror: Bandersnatch,MOVIE,R,90,2018,0.0,7.1
30546,tm315340,The Night Comes for Us,MOVIE,R,121,2018,0.0,6.9
30557,tm307283,Cargo,MOVIE,,105,2017,0.0,6.3
30594,tm366567,When We First Met,MOVIE,PG-13,97,2018,0.0,6.4
30624,tm300615,Mudbound,MOVIE,R,135,2017,0.0,7.4
30683,tm243326,Anon,MOVIE,R,100,2018,0.0,6.1
30720,tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,,94,2017,0.0,7.6
30786,tm316414,Hell Fest,MOVIE,R,88,2018,0.0,5.5
30794,ts80523,Aggretsuko,SHOW,TV-14,17,2018,4.0,8.0
30806,tm434202,Malevolent,MOVIE,,89,2018,0.0,4.8
30819,ts77957,Dirty Money,SHOW,TV-14,63,2018,2.0,8.1
30848,ts86296,Sunderland 'Til I Die,SHOW,TV-MA,41,2018,2.0,8.1
30882,tm410742,Happy as Lazzaro,MOVIE,PG-13,125,2018,0.0,7.5
30905,tm244229,Everybody Knows,MOVIE,R,132,2018,0.0,6.9
30925,ts53936,Innocent,SHOW,TV-14,51,2017,1.0,8.4
30978,tm348993,22 July,MOVIE,R,143,2018,0.0,6.8
30986,tm427308,Falls Around Her,MOVIE,,100,2018,0.0,6.3
31003,ts85895,Better Than Us,SHOW,TV-MA,52,2018,2.0,7.3
31036,tm245176,Sand Castle,MOVIE,,113,2017,0.0,6.3
31049,tm240076,Buster's Mal Heart,MOVIE,,96,2017,0.0,6.2
31051,ts77525,The Toys That Made Us,SHOW,TV-14,45,2017,3.0,8.0
31065,tm298084,On Body and Soul,MOVIE,,116,2017,0.0,7.5
31082,tm423436,Ben Is Back,MOVIE,R,103,2018,0.0,6.7
31100,ts85568,Perfume,SHOW,TV-MA,58,2018,1.0,7.1
31142,ts77474,Mr. Sunshine,SHOW,TV-MA,76,2018,1.0,8.7
31165,tm368449,Private Life,MOVIE,R,123,2018,0.0,7.2
31196,tm433381,Mirage,MOVIE,R,129,2018,0.0,7.4
31209,tm349278,Ravenous,MOVIE,,103,2017,0.0,5.8
31236,tm363488,RBG,MOVIE,PG,98,2018,0.0,7.6
