,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
46478,tm441231,Murder Mystery,MOVIE,PG-13,90,2019,0.0,6.0
46546,tm843444,Da 5 Bloods,MOVIE,R,156,2020,0.0,6.5
46573,tm832916,The Midnight Sky,MOVIE,PG-13,118,2020,0.0,5.6
46585,ts242210,The Cursed,SHOW,TV-MA,62,2020,1.0,7.1
46671,ts116814,The Twelve,SHOW,TV-MA,48,2019,1.0,7.4
46708,tm458553,Wine Country,MOVIE,R,103,2019,0.0,5.4
46731,tm886464,The Wrong Missy,MOVIE,R,90,2020,0.0,5.7
46770,tm417416,Five Feet Apart,MOVIE,PG-13,116,2019,0.0,7.2
46780,tm439163,Brahms: The Boy II,MOVIE,PG-13,86,2020,0.0,4.7
46804,tm426428,After,MOVIE,PG-13,102,2019,0.0,5.2
46836,tm441232,Someone Great,MOVIE,R,92,2019,0.0,6.1
46846,tm450262,Last Breath,MOVIE,,85,2019,0.0,7.7
46922,tm435520,The Two Popes,MOVIE,PG-13,125,2019,0.0,7.6
46980,tm443615,Rebecca,MOVIE,PG-13,123,2020,0.0,6.0
46987,tm432765,The Wind,MOVIE,R,86,2019,0.0,5.5
47006,tm456436,Bad Trip,MOVIE,,87,2020,0.0,6.5
47036,tm470240,The Half of It,MOVIE,PG-13,104,2020,0.0,6.9
47130,tm458585,Dolemite Is My Name,MOVIE,R,118,2019,0.0,7.2
47154,tm678022,The Prom,MOVIE,PG-13,130,2020,0.0,5.9
47157,ts237560,Jeffrey Epstein: Filthy Rich,SHOW,TV-MA,57,2020,1.0,7.1
47159,ts269397,Bogdan Boner: Egzorcysta,SHOW,TV-MA,12,2020,2.0,7.3
47182,tm361746,Ophelia,MOVIE,PG-13,114,2019,0.0,6.6
47208,tm821143,Ma Rainey's Black Bottom,MOVIE,R,94,2020,0.0,6.9
47215,tm453862,The Call,MOVIE,,112,2020,0.0,7.1
47304,tm849022,Hillbilly Elegy,MOVIE,R,117,2020,0.0,6.7
47311,ts103133,I Am Not Okay with This,SHOW,TV-MA,21,2020,1.0,7.5
47329,tm358770,Paradise Hills,MOVIE,,95,2019,0.0,5.3
47399,tm420826,The Highwaymen,MOVIE,R,133,2019,0.0,6.9
47417,tm372066,Fast Color,MOVIE,PG-13,102,2019,0.0,6.0
47438,ts89014,DC Super Hero Girls,SHOW,TV-PG,10,2019,2.0,7.1
47456,tm499045,Occupation: Rainfall,MOVIE,R,128,2020,0.0,5.2
47536,tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,R,110,2019,0.0,6.7
47556,tm433462,We Summon the Darkness,MOVIE,R,91,2020,0.0,5.2
47586,tm927718,The Paper Tigers,MOVIE,PG-13,110,2020,0.0,6.3
47616,ts215683,The Untamed,SHOW,TV-14,44,2019,1.0,8.8
47669,tm548602,Between Two Ferns: The Movie,MOVIE,,82,2019,0.0,6.1
47677,tm325325,The Game Changers,MOVIE,,88,2019,0.0,7.8
47713,tm845484,Dick Johnson Is Dead,MOVIE,PG-13,89,2020,0.0,7.4
47801,tm332071,Velvet Buzzsaw,MOVIE,R,113,2019,0.0,5.7
47833,tm943774,The Old Ways,MOVIE,R,90,2020,0.0,5.4
47846,tm824488,The Art of Incarceration,MOVIE,,90,2019,0.0,8.6
47909,tm428557,The Laundromat,MOVIE,R,96,2019,0.0,6.3
47919,tm878333,Pokémon the Movie: Secrets of the Jungle,MOVIE,,99,2020,0.0,6.4
47968,tm893480,Project Power,MOVIE,R,113,2020,0.0,6.0
47977,tm413660,In the Tall Grass,MOVIE,,102,2019,0.0,5.4
48001,tm820190,#Alive,MOVIE,,98,2020,0.0,6.3
48062,ts224907,Backstreet Rookie,SHOW,TV-14,62,2020,1.0,7.4
48077,ts161737,Dare Me,SHOW,TV-MA,43,2019,1.0,6.6
48110,tm464662,Tread,MOVIE,,88,2020,0.0,7.1
48132,tm455568,Paddleton,MOVIE,R,89,2019,0.0,7.1
48166,tm471967,Lost Girls,MOVIE,R,95,2020,0.0,6.1
48201,tm447788,Fyre,MOVIE,,98,2019,0.0,7.2
48232,tm361998,The Wolf's Call,MOVIE,,115,2019,0.0,6.9
48243,ts105047,To the Lake,SHOW,TV-MA,51,2019,2.0,7.2
48264,tm451078,Pokemon the Movie: Mewtwo Strikes Back - Evolution,MOVIE,PG,98,2019,0.0,5.7
48314,tm414341,The Red Sea Diving Resort,MOVIE,R,129,2019,0.0,6.6
48330,tm450375,Thackeray,MOVIE,,139,2019,0.0,5.3
48378,tm437221,Charlie Says,MOVIE,R,104,2019,0.0,5.9
48382,tm845496,Crip Camp: A Disability Revolution,MOVIE,R,107,2020,0.0,7.7
48385,ts242820,Floor is Lava,SHOW,TV-Y7,31,2020,2.0,5.3
48439,tm449105,Polar,MOVIE,R,118,2019,0.0,6.3
48468,tm418847,The Silence,MOVIE,PG-13,90,2019,0.0,5.3
48479,ts82361,Ultraman,SHOW,TV-14,24,2019,3.0,6.8
48557,tm498803,Spenser Confidential,MOVIE,R,111,2020,0.0,6.2
48587,tm315255,Ip Man 4: The Finale,MOVIE,PG,107,2019,0.0,7.0
48591,tm853783,David Attenborough: A Life on Our Planet,MOVIE,PG,83,2020,0.0,8.9
48624,tm411750,Doom: Annihilation,MOVIE,R,96,2019,0.0,3.7
48639,ts224859,The Pharmacist,SHOW,TV-MA,54,2020,1.0,7.7
48649,tm469991,I Lost My Body,MOVIE,,81,2019,0.0,7.5
48697,tm434553,Cut Throat City,MOVIE,R,123,2020,0.0,4.8
48704,ts269690,Schulz Saves America,SHOW,TV-MA,17,2020,1.0,7.3
48726,tm428558,High Flying Bird,MOVIE,,90,2019,0.0,6.2
48743,tm927037,The Water Man,MOVIE,PG,92,2020,0.0,5.4
48765,ts223240,Itaewon Class,SHOW,TV-MA,70,2020,1.0,8.2
48776,tm884511,The Lost Husband,MOVIE,PG-13,109,2020,0.0,6.1
48784,tm285317,IO,MOVIE,PG-13,96,2019,0.0,4.7
48805,tm817709,Rocks,MOVIE,,93,2019,0.0,7.4
48859,tm824477,Over the Moon,MOVIE,PG,95,2020,0.0,6.3
48867,tm927480,Kiss the Ground,MOVIE,,84,2020,0.0,8.2
48938,tm444247,This Changes Everything,MOVIE,PG,97,2019,0.0,7.6
48952,tm355783,Eli,MOVIE,R,98,2019,0.0,5.8
48974,tm449195,The Boy Who Harnessed the Wind,MOVIE,,113,2019,0.0,7.6
48991,tm925486,Jiu Jitsu,MOVIE,R,102,2020,0.0,2.9
49011,tm934040,American Murder: The Family Next Door,MOVIE,R,83,2020,0.0,7.2
49028,ts225101,Start-Up,SHOW,TV-14,80,2020,1.0,8.1
49052,tm469193,Atlantics,MOVIE,PG-13,106,2019,0.0,6.7
49069,ts223404,It's Okay to Not Be Okay,SHOW,TV-MA,76,2020,1.0,8.6
49086,ts89075,Her Private Life,SHOW,TV-14,75,2019,2.0,7.7
49113,tm420455,Rim of the World,MOVIE,PG,99,2019,0.0,5.2
49116,ts236747,Middleditch & Schwartz,SHOW,TV-MA,51,2020,1.0,8.6
49137,tm925584,The Vanished,MOVIE,R,115,2020,0.0,5.7
49154,tm914535,2 Hearts,MOVIE,PG-13,100,2020,0.0,6.2
49181,tm423140,Avengement,MOVIE,,90,2019,0.0,6.5
49197,tm348403,A Shaun the Sheep Movie: Farmageddon,MOVIE,G,87,2019,0.0,6.8
49202,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,TV-MA,59,2019,1.0,7.8
49210,tm878842,The Edge of All We Know,MOVIE,,99,2020,0.0,6.6
49257,tm453099,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,,142,2019,0.0,7.6
49269,tm446176,American Factory,MOVIE,,110,2019,0.0,7.4
49362,tm316311,Wasp Network,MOVIE,R,128,2020,0.0,5.9
49391,tm375883,Klaus,MOVIE,PG,96,2019,0.0,8.1
49404,ts268560,The Uncanny Counter,SHOW,TV-14,64,2020,1.0,8.1
49451,tm974366,We Can Be Heroes,MOVIE,PG,97,2020,0.0,4.7
49470,tm443179,All the Bright Places,MOVIE,,108,2020,0.0,6.5
49490,tm498034,The Last Blockbuster,MOVIE,,86,2020,0.0,6.7
49511,tm446609,The Great Hack,MOVIE,,114,2019,0.0,7.1
49542,tm810547,Night in Paradise,MOVIE,,131,2020,0.0,6.7
49553,tm919864,The Disciple,MOVIE,,128,2020,0.0,7.1
49571,ts236091,Oh My Baby,SHOW,TV-14,68,2020,1.0,7.2
49591,tm827508,The Boys in the Band,MOVIE,R,121,2020,0.0,6.8
49613,tm845415,Miss Americana,MOVIE,R,85,2020,0.0,7.4
49624,ts81646,Chambers,SHOW,TV-MA,44,2019,1.0,6.4
49642,tm822246,The Forty-Year-Old Version,MOVIE,R,123,2020,0.0,7.2
49653,ts108392,The Letter for the King,SHOW,TV-PG,47,2020,1.0,5.9
49700,tm948128,Audrey,MOVIE,PG,100,2020,0.0,7.1
49720,tm828069,Calm with Horses,MOVIE,,100,2020,0.0,6.8
49735,tm935309,Skylines,MOVIE,R,113,2020,0.0,4.7
49754,tm458467,Girl on the Third Floor,MOVIE,,93,2019,0.0,4.7
49766,ts84586,Spinning Out,SHOW,TV-MA,49,2020,1.0,7.6
49810,tm426638,Vita & Virginia,MOVIE,,110,2019,0.0,5.7
49814,tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,,37,2020,0.0,6.4
49843,tm464557,The Perfect Date,MOVIE,PG-13,93,2019,0.0,5.8
49855,ts86726,Tidying Up with Marie Kondo,SHOW,TV-PG,40,2019,1.0,6.6
49875,tm554944,Love Wedding Repeat,MOVIE,,100,2020,0.0,5.5
49991,tm845437,Disclosure,MOVIE,,107,2020,0.0,8.2
50014,tm463385,Framing John DeLorean,MOVIE,,109,2019,0.0,6.5
50025,tm856375,The Decline,MOVIE,R,83,2020,0.0,6.0
50060,tm822907,Patsy & Loretta,MOVIE,,88,2019,0.0,6.8
50098,tm918706,The Sleepover,MOVIE,,103,2020,0.0,5.6
50123,tm831061,Magamuni,MOVIE,PG-13,157,2019,0.0,7.8
50124,ts271247,LEGO City Adventures,SHOW,TV-Y7,13,2019,4.0,6.7
50131,tm827216,Bill Burr: Paper Tiger,MOVIE,,67,2019,0.0,8.1
50166,tm497383,Sergio,MOVIE,R,118,2020,0.0,6.2
50171,tm475252,The Lift Boy,MOVIE,,107,2019,0.0,7.1
50172,tm887450,Made You Look: A True Story About Fake Art,MOVIE,,96,2020,0.0,7.0
50193,ts321758,Vagabond,SHOW,TV-MA,63,2019,1.0,8.2
50202,tm898474,The Swarm,MOVIE,,101,2020,0.0,5.3
50219,tm852097,A Whisker Away,MOVIE,,104,2020,0.0,6.7
50276,tm471878,Fatima,MOVIE,PG-13,113,2020,0.0,6.5
50278,tm827142,Dave Chappelle: Sticks & Stones,MOVIE,R,65,2019,0.0,8.4
50282,ts256309,Aunty Donna's Big Ol House of Fun,SHOW,TV-MA,20,2020,1.0,7.9
50295,ts219080,Caliphate,SHOW,TV-MA,48,2020,1.0,8.2
50315,tm828317,Tell Me Who I Am,MOVIE,,85,2019,0.0,7.6
50342,tm918734,Concrete Cowboy,MOVIE,R,111,2020,0.0,6.3
50365,tm818502,"Live Twice, Love Once",MOVIE,,101,2019,0.0,7.2
50404,tm490222,Uncorked,MOVIE,,104,2020,0.0,6.4
50442,ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,TV-MA,67,2020,1.0,7.4
50463,tm452826,Poms,MOVIE,PG-13,91,2019,0.0,6.0
50484,tm928541,Barbie: Princess Adventure,MOVIE,G,71,2020,0.0,5.5
50505,tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,,102,2020,0.0,4.9
50522,tm845549,The Reason I Jump,MOVIE,,82,2020,0.0,7.5
50549,tm432022,Violet Evergarden: The Movie,MOVIE,PG,140,2020,0.0,8.3
50565,tm475783,Jo Koy: Comin’ In Hot,MOVIE,,60,2019,0.0,7.3
50605,tm452851,The Operative,MOVIE,,120,2019,0.0,5.7
50631,ts89958,Arthdal Chronicles,SHOW,,80,2019,3.0,8.3
50673,tm465724,See You Yesterday,MOVIE,,86,2019,0.0,5.2
50690,tm849005,The Willoughbys,MOVIE,PG,92,2020,0.0,6.3
50703,ts225787,Unabomber: In His Own Words,SHOW,TV-MA,44,2020,1.0,7.2
50738,tm451512,Close,MOVIE,R,95,2019,0.0,5.7
50754,tm369389,The Silence of Others,MOVIE,,95,2019,0.0,8.0
50767,tm933375,Cuties,MOVIE,NC-17,96,2020,0.0,3.4
50788,tm471922,An Easy Girl,MOVIE,,92,2019,0.0,5.6
50790,tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,,60,2019,0.0,7.6
50831,tm922788,The Babysitter: Killer Queen,MOVIE,R,101,2020,0.0,5.8
50909,tm827501,Tall Girl,MOVIE,PG,101,2019,0.0,5.2
50922,tm936236,Cadaver,MOVIE,,86,2020,0.0,5.1
50977,tm120072,Let It Snow,MOVIE,PG-13,93,2019,0.0,5.8
51025,tm936396,Holidate,MOVIE,,104,2020,0.0,6.1
51036,tm676311,Sightless,MOVIE,,89,2020,0.0,5.5
51102,tm464351,The Last Thing He Wanted,MOVIE,R,116,2020,0.0,4.3
51114,tm493175,ZZ Top: That Little Ol' Band from Texas,MOVIE,,91,2019,0.0,7.5
51134,ts237513,Ju-On: Origins,SHOW,TV-MA,29,2020,1.0,6.1
51167,tm283581,Super Deluxe,MOVIE,NC-17,176,2019,0.0,8.4
51205,tm447439,System Crasher,MOVIE,,118,2019,0.0,7.8
51253,tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,PG-13,80,2020,0.0,6.9
51261,ts235862,My Unfamiliar Family,SHOW,TV-14,73,2020,1.0,7.8
51288,tm835486,Jenny Slate: Stage Fright,MOVIE,,66,2019,0.0,5.8
51313,ts236501,Valeria,SHOW,TV-MA,41,2020,2.0,6.5
51350,tm511940,Lying and Stealing,MOVIE,R,100,2019,0.0,5.4
51372,tm837756,I'm No Longer Here,MOVIE,,112,2019,0.0,7.3
51382,tm460829,Children of the Sea,MOVIE,,110,2019,0.0,6.5
51413,ts106126,The Bonfire of Destiny,SHOW,TV-MA,50,2019,1.0,7.6
51416,tm877456,9to5: The Story of A Movement,MOVIE,,89,2020,0.0,7.4
51476,tm459512,To All the Boys: P.S. I Still Love You,MOVIE,PG-13,102,2020,0.0,6.0
51489,ts225430,Mystic Pop-up Bar,SHOW,,70,2020,1.0,8.0
51586,tm847998,Hubie Halloween,MOVIE,PG-13,103,2020,0.0,5.2
51598,ts88352,Designated Survivor: 60 Days,SHOW,,74,2019,1.0,8.1
51630,tm931686,Vampires vs. the Bronx,MOVIE,PG-13,86,2020,0.0,5.6
51650,tm461366,The Coldest Game,MOVIE,,104,2019,0.0,6.2
51652,tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,,64,2019,0.0,7.2
51708,tm855600,The Stand In,MOVIE,R,97,2020,0.0,4.7
51742,tm503508,Earthquake Bird,MOVIE,R,107,2019,0.0,5.9
51760,tm824165,Falling Inn Love,MOVIE,,98,2019,0.0,5.6
51768,tm425698,The Wedding Guest,MOVIE,R,96,2019,0.0,5.8
51784,tm446625,Miles Davis: Birth of the Cool,MOVIE,,116,2019,0.0,7.4
51800,ts225716,Family Business,SHOW,TV-MA,33,2019,3.0,7.4
51850,tm850723,Altered Carbon: Resleeved,MOVIE,,75,2020,0.0,6.5
51886,tm855483,Have a Good Trip: Adventures in Psychedelics,MOVIE,,85,2020,0.0,6.8
51897,ts189629,"Nisman. The Prosecutor, the President and the Spy",SHOW,,62,2019,1.0,7.6
51945,tm524282,Invader ZIM: Enter the Florpus,MOVIE,,71,2019,0.0,7.4
51959,tm857051,Forensic,MOVIE,PG-13,134,2020,0.0,6.8
51963,ts223126,The Confession Killer,SHOW,TV-14,48,2019,1.0,7.4
51990,tm451548,The Fable,MOVIE,,123,2019,0.0,6.5
52006,tm469008,How High 2,MOVIE,,89,2019,0.0,3.0
52024,tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,,90,2019,0.0,7.4
52034,ts236725,Lenox Hill,SHOW,TV-MA,48,2020,1.0,8.6
52050,tm812916,The Stronghold,MOVIE,,105,2020,0.0,6.9
52061,tm845535,Coded Bias,MOVIE,,86,2020,0.0,6.7
52091,tm447159,The Kindness of Strangers,MOVIE,,114,2019,0.0,6.4
52119,tm938793,I Am Woman,MOVIE,,116,2020,0.0,6.5
52151,tm897732,Bigfoot Family,MOVIE,G,97,2020,0.0,5.8
52193,tm924991,Death of Me,MOVIE,R,95,2020,0.0,4.4
52248,tm430171,Screwball,MOVIE,,105,2019,0.0,7.1
52266,tm848996,Tigertail,MOVIE,PG,91,2020,0.0,6.6
52313,tm846964,A Fall from Grace,MOVIE,,120,2020,0.0,5.8
52330,tm902330,Ghosts of War,MOVIE,R,94,2020,0.0,5.5
52341,tm450478,Under the Eiffel Tower,MOVIE,,87,2019,0.0,5.4
52349,ts238242,The Great Heist,SHOW,TV-MA,42,2020,1.0,7.3
52385,tm500565,Friendsgiving,MOVIE,R,95,2020,0.0,4.4
52387,tm887369,Jerry Seinfeld: 23 Hours to Kill,MOVIE,,60,2020,0.0,6.7
52389,tm844642,Michelle Wolf: Joke Show,MOVIE,,59,2019,0.0,7.2
52430,tm981451,Death to 2020,MOVIE,,71,2020,0.0,6.8
52452,tm822832,Lingua Franca,MOVIE,,95,2020,0.0,6.5
52457,ts236051,The Least Expected Day: Inside the Movistar Team 2019,SHOW,TV-MA,30,2020,3.0,7.4
52472,tm678851,Article 15,MOVIE,,130,2019,0.0,8.2
52484,tm935895,The Life Ahead,MOVIE,PG-13,94,2020,0.0,6.8
52564,tm893816,Desperados,MOVIE,,105,2020,0.0,5.2
52580,ts223238,My Holo Love,SHOW,TV-14,53,2020,1.0,7.6
52597,ts88296,Ares,SHOW,TV-MA,29,2020,1.0,5.7
52611,ts86744,Romance Is a Bonus Book,SHOW,,63,2019,1.0,8.0
52649,tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,,86,2020,0.0,7.4
52668,tm890674,Becoming,MOVIE,PG,89,2020,0.0,6.8
52676,tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,,65,2019,0.0,7.0
52730,tm812998,Miracle in Cell No. 7,MOVIE,,132,2019,0.0,8.2
52773,tm857430,The Occupant,MOVIE,R,103,2020,0.0,6.4
52798,tm452573,Gabriel Iglesias: One Show Fits All,MOVIE,,90,2019,0.0,7.2
52801,tm834664,Nikki Glaser: Bangin',MOVIE,,63,2019,0.0,6.1
52826,tm493511,The Sky Is Pink,MOVIE,,143,2019,0.0,7.5
52840,ts92547,Rise of Empires: Ottoman,SHOW,,45,2020,2.0,7.9
52851,tm883441,Money Heist: The Phenomenon,MOVIE,,57,2020,0.0,7.4
52910,tm922532,Freaks – You're One of Us,MOVIE,NC-17,93,2020,0.0,5.4
52942,ts226602,How to Fix a Drug Scandal,SHOW,TV-MA,53,2020,1.0,7.0
52966,ts86365,Rilakkuma and Kaoru,SHOW,TV-PG,12,2019,1.0,8.2
52980,tm453850,Time to Hunt,MOVIE,,135,2020,0.0,6.3
52994,ts91124,Love Alarm,SHOW,TV-MA,52,2019,2.0,6.8
53026,tm472195,Almost Love,MOVIE,,94,2019,0.0,5.7
53059,tm455059,We Die Young,MOVIE,R,93,2019,0.0,5.2
53067,tm893680,Jo Koy: In His Elements,MOVIE,,55,2020,0.0,5.4
53117,tm888080,The Last Days of American Crime,MOVIE,,149,2020,0.0,3.7
53119,tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,,61,2020,0.0,7.4
53120,ts222933,Who Killed Little Gregory?,SHOW,,60,2019,1.0,7.4
53122,ts89876,Lunatics,SHOW,TV-MA,36,2019,1.0,6.5
53146,ts223659,Jamtara – Sabka Number Ayega,SHOW,,27,2020,1.0,7.2
53168,ts219422,When the Camellia Blooms,SHOW,,55,2019,1.0,7.9
53174,tm458127,Human Nature,MOVIE,,107,2019,0.0,7.7
53191,ts225102,Record of Youth,SHOW,TV-14,73,2020,1.0,7.2
53220,tm454375,Benchwarmers 2: Breaking Balls,MOVIE,PG-13,90,2019,0.0,4.1
53240,tm838687,Holiday in the Wild,MOVIE,,85,2019,0.0,6.1
53250,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,TV-MA,47,2020,1.0,7.3
53298,tm848995,Jingle Jangle: A Christmas Journey,MOVIE,PG,122,2020,0.0,6.4
53312,tm470560,Circus of Books,MOVIE,,92,2019,0.0,7.1
53349,tm883189,Dangerous Lies,MOVIE,,96,2020,0.0,5.3
53378,tm1127695,The Endless Trench,MOVIE,,148,2019,0.0,7.2
53382,tm469400,Brené Brown: The Call to Courage,MOVIE,,76,2019,0.0,7.7
53408,tm670553,Your Name Engraved Herein,MOVIE,,118,2020,0.0,7.2
53429,tm942240,Dance of the Forty One,MOVIE,,99,2020,0.0,6.8
53438,tm839411,Me Against You: Mr. S's Vendetta,MOVIE,,64,2020,0.0,1.6
53469,tm823355,Inside Man: Most Wanted,MOVIE,R,106,2019,0.0,5.6
53508,tm857187,Tom Segura: Ball Hog,MOVIE,,70,2020,0.0,7.3
53539,tm814671,Secret Obsession,MOVIE,,97,2019,0.0,4.4
53544,ts87372,Ultramarine Magmell,SHOW,TV-14,24,2019,1.0,6.0
53623,tm472411,Iron Fists and Kung Fu Kicks,MOVIE,,108,2019,0.0,6.6
53628,tm826368,American Son,MOVIE,,90,2019,0.0,5.8
53644,tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,,86,2019,0.0,6.7
53646,tm376739,Bethany Hamilton: Unstoppable,MOVIE,PG,99,2019,0.0,7.4
53660,ts223456,Pandemic: How to Prevent an Outbreak,SHOW,TV-14,48,2020,1.0,6.3
53680,tm814644,Coffee & Kareem,MOVIE,,88,2020,0.0,5.1
53694,tm458326,Walk. Ride. Rodeo.,MOVIE,,100,2019,0.0,6.4
53719,tm449594,Brother,MOVIE,,96,2019,0.0,6.7
53775,tm454824,Silver Skates,MOVIE,,136,2020,0.0,7.1
53801,tm885805,Debt Collectors,MOVIE,R,97,2020,0.0,5.8
53844,tm453994,The Body Remembers When the World Broke Open,MOVIE,,105,2019,0.0,6.9
53868,ts106015,Kengan Ashura,SHOW,TV-MA,25,2019,2.0,8.0
53886,tm458328,Badla,MOVIE,PG-13,120,2019,0.0,7.8
53910,tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,,81,2019,0.0,7.8
53913,tm840438,Mike Birbiglia: The New One,MOVIE,,85,2019,0.0,7.7
53932,tm495609,Game Over,MOVIE,,102,2019,0.0,7.0
53968,tm833638,The Forest of Love,MOVIE,,151,2019,0.0,6.3
54004,tm453903,Elisa & Marcela,MOVIE,,118,2019,0.0,6.6
54020,tm461829,The Hard Way,MOVIE,,94,2019,0.0,4.8
54037,tm446581,The Edge of Democracy,MOVIE,,121,2019,0.0,7.3
54053,tm831873,The Crimes That Bind,MOVIE,,99,2020,0.0,6.7
54061,ts90063,Put Your Head on My Shoulder,SHOW,TV-Y7,41,2019,1.0,8.0
54095,tm868777,"Love, Guaranteed",MOVIE,,90,2020,0.0,5.6
54149,tm483997,The Kissing Booth 2,MOVIE,,134,2020,0.0,5.7
54167,tm838876,Undercover Brother 2,MOVIE,R,85,2019,0.0,3.4
54213,tm819054,Dear Mother,MOVIE,,98,2020,0.0,5.8
54228,ts216474,The Trial,SHOW,TV-MA,50,2019,1.0,7.2
54240,ts86927,Touch Your Heart,SHOW,TV-MA,63,2019,1.0,7.6
54264,tm915043,The F**k-It List,MOVIE,R,103,2020,0.0,5.1
54280,tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,,21,2019,0.0,5.6
54293,tm954303,Ni de coña,MOVIE,,90,2020,0.0,2.8
54301,ts217356,Betaal,SHOW,TV-MA,47,2020,1.0,5.4
54333,ts213544,Rookie Historian Goo Hae-Ryung,SHOW,,43,2019,1.0,8.1
54477,tm467467,Homecoming: A Film by Beyoncé,MOVIE,PG-13,137,2019,0.0,7.5
54488,tm467848,NiNoKuni,MOVIE,PG-13,106,2019,0.0,6.1
54505,tm917974,Hard Kill,MOVIE,R,98,2020,0.0,3.3
54513,tm848443,World Famous Lover,MOVIE,,156,2020,0.0,5.0
54530,ts223895,"Hi Bye, Mama!",SHOW,,63,2020,2.0,7.9
54544,tm917822,The 2nd,MOVIE,,93,2020,0.0,3.8
54580,ts269501,BREAK IT ALL: The History of Rock in Latin America,SHOW,TV-MA,50,2020,1.0,7.6
54595,tm889018,Nobody Knows I'm Here,MOVIE,,91,2020,0.0,6.5
54624,tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,PG,70,2019,0.0,7.4
54634,tm846166,Pets United,MOVIE,,89,2019,0.0,3.7
54636,tm819107,Aziz Ansari: Right Now,MOVIE,,65,2019,0.0,7.5
54650,tm886086,Seized,MOVIE,R,85,2020,0.0,5.3
54659,tm847629,Dolly Parton: Here I Am,MOVIE,,89,2019,0.0,7.3
54665,ts89048,My First First Love,SHOW,TV-PG,48,2019,2.0,7.5
54699,ts89832,Abyss,SHOW,TV-14,63,2019,1.0,7.1
54711,ts216493,The Naked Director,SHOW,TV-MA,50,2019,2.0,7.7
54729,tm375446,Asphalt Burning,MOVIE,,100,2020,0.0,5.1
54741,tm881859,A Secret Love,MOVIE,,83,2020,0.0,7.8
54763,tm986700,All My Friends Are Dead,MOVIE,,95,2020,0.0,5.8
54785,tm674099,Rose Island,MOVIE,,117,2020,0.0,7.0
54805,tm434830,The Grizzlies,MOVIE,R,106,2019,0.0,7.4
54830,ts88841,The School Nurse Files,SHOW,TV-14,51,2020,1.0,6.4
54841,tm814734,Kidnapping Stella,MOVIE,,89,2019,0.0,4.9
54843,tm912373,Jim Jefferies: Intolerant,MOVIE,,66,2020,0.0,7.2
54859,tm916997,Work It,MOVIE,PG-13,93,2020,0.0,6.1
54866,tm465408,Burning Cane,MOVIE,,77,2019,0.0,5.5
54913,tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,PG,94,2020,0.0,5.4
54930,tm454156,In Family I Trust,MOVIE,,94,2019,0.0,6.2
54952,tm889679,Roped,MOVIE,PG,90,2020,0.0,5.4
54964,ts251560,Do Do Sol Sol La La Sol,SHOW,,60,2020,1.0,7.3
54989,tm502151,A Remarkable Tale,MOVIE,PG,93,2019,0.0,5.3
55001,ts223242,Was It Love?,SHOW,TV-MA,69,2020,1.0,7.1
55031,tm927286,Making The Witcher,MOVIE,PG-13,37,2020,0.0,6.8
55039,tm881162,Athlete A,MOVIE,PG-13,104,2020,0.0,7.6
55061,tm319139,Saaho,MOVIE,,171,2019,0.0,5.0
55078,tm461159,Trouble,MOVIE,,88,2019,0.0,5.8
55090,tm305433,Rocko's Modern Life: Static Cling,MOVIE,,45,2019,0.0,6.9
55115,tm980097,Holiday on Mars,MOVIE,,93,2020,0.0,2.7
55139,tm485801,So My Grandma's a Lesbian!,MOVIE,,94,2019,0.0,4.3
55168,ts268890,Lovestruck in the City,SHOW,TV-14,30,2020,1.0,7.6
55191,ts114080,Twice Upon a Time,SHOW,,48,2019,1.0,6.2
55203,ts89291,Mythomaniac,SHOW,TV-MA,46,2019,2.0,6.8
55256,tm836662,Go!,MOVIE,,102,2020,0.0,5.9
55266,tm457856,ReMastered: The Two Killings of Sam Cooke,MOVIE,,74,2019,0.0,7.2
55293,ts90902,Search: WWW,SHOW,,63,2019,1.0,7.8
55301,tm464435,Grass Is Greener,MOVIE,,97,2019,0.0,7.1
55320,ts218176,The Big Show Show,SHOW,TV-PG,26,2020,1.0,6.3
55340,ts252166,Private Lives,SHOW,,67,2020,1.0,6.6
55384,tm823488,David Foster: Off the Record,MOVIE,,98,2019,0.0,7.0
