,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,genres,name,character,role,release_year,seasons,imdb_score,imdb_votes,production_countries
4624,ts6644,1.0,0.0,0.0,Borgen,SHOW,TV-MA,58,"['drama', 'european']",Lisbeth Wulff,Pia Munk,ACTOR,2010,4.0,8.5,25485.0,['DK']
4625,ts6644,1.0,0.0,0.0,Borgen,SHOW,TV-MA,58,"['drama', 'european']",Søren Spanning,Lars Hesselboe,ACTOR,2010,4.0,8.5,25485.0,['DK']
4626,ts6644,1.0,0.0,0.0,Borgen,SHOW,TV-MA,58,"['drama', 'european']",Ole Thestrup,Svend Åge Saltum,ACTOR,2010,4.0,8.5,25485.0,['DK']
4627,ts6644,1.0,0.0,0.0,Borgen,SHOW,TV-MA,58,"['drama', 'european']",Julie Agnete Vang,Nete Buch,ACTOR,2010,4.0,8.5,25485.0,['DK']
4628,ts6644,1.0,0.0,0.0,Borgen,SHOW,TV-MA,58,"['drama', 'european']",Peter Mygind,Michael Laugesen,ACTOR,2010,4.0,8.5,25485.0,['DK']
4629,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Joel McHale,Jeff Winger,ACTOR,2009,6.0,8.5,257221.0,['US']
4630,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Gillian Jacobs,Britta Perry,ACTOR,2009,6.0,8.5,257221.0,['US']
4631,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Danny Pudi,Abed Nadir,ACTOR,2009,6.0,8.5,257221.0,['US']
4632,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Alison Brie,Annie Edison,ACTOR,2009,6.0,8.5,257221.0,['US']
4633,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Jim Rash,Dean Craig Pelton,ACTOR,2009,6.0,8.5,257221.0,['US']
4634,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Ken Jeong,Ben Chang,ACTOR,2009,6.0,8.5,257221.0,['US']
4635,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Paget Brewster,"Francesca ""Frankie"" Dart",ACTOR,2009,6.0,8.5,257221.0,['US']
4636,ts8308,1.0,0.0,0.0,Community,SHOW,TV-PG,23,['comedy'],Keith David,Elroy Patashnik,ACTOR,2009,6.0,8.5,257221.0,['US']
4766,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Ellen Pompeo,Meredith Grey,ACTOR,2005,19.0,7.6,299165.0,['US']
4767,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",James Pickens Jr.,Richard Webber,ACTOR,2005,19.0,7.6,299165.0,['US']
4768,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Chandra Wilson,Miranda Bailey,ACTOR,2005,19.0,7.6,299165.0,['US']
4769,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Kevin McKidd,Owen Hunt,ACTOR,2005,19.0,7.6,299165.0,['US']
4770,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Camilla Luddington,Jo Wilson,ACTOR,2005,19.0,7.6,299165.0,['US']
4771,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Kim Raver,Teddy Altman,ACTOR,2005,19.0,7.6,299165.0,['US']
4772,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Scott Speedman,Nick Marsh,ACTOR,2005,19.0,7.6,299165.0,['US']
4773,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Chris Carmack,Atticus Lincoln,ACTOR,2005,19.0,7.6,299165.0,['US']
4774,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Jake Borelli,Levi Schmitt,ACTOR,2005,19.0,7.6,299165.0,['US']
4775,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Anthony Hill,Winston Ndugu,ACTOR,2005,19.0,7.6,299165.0,['US']
4776,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Richard Flood,Cormac Hayes,ACTOR,2005,19.0,7.6,299165.0,['US']
4777,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Caterina Scorsone,Amelia Shepherd,ACTOR,2005,19.0,7.6,299165.0,['US']
4778,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,TV-14,49,"['drama', 'romance']",Kelly McCreary,Maggie Pierce,ACTOR,2005,19.0,7.6,299165.0,['US']
4779,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Jason Bateman,Michael Bluth,ACTOR,2003,5.0,8.7,300445.0,['US']
4780,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Portia de Rossi,Lindsay Bluth Fünke,ACTOR,2003,5.0,8.7,300445.0,['US']
4781,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Will Arnett,Gob Bluth,ACTOR,2003,5.0,8.7,300445.0,['US']
4782,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Michael Cera,George Michael Bluth,ACTOR,2003,5.0,8.7,300445.0,['US']
4783,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Alia Shawkat,Maeby Fünke,ACTOR,2003,5.0,8.7,300445.0,['US']
4784,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Tony Hale,"Byron ""Buster"" Bluth",ACTOR,2003,5.0,8.7,300445.0,['US']
4785,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],David Cross,Tobias Fünke,ACTOR,2003,5.0,8.7,300445.0,['US']
4786,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Jessica Walter,Lucille Bluth,ACTOR,2003,5.0,8.7,300445.0,['US']
4787,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Jeffrey Tambor,George Bluth Sr.,ACTOR,2003,5.0,8.7,300445.0,['US']
4788,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,TV-MA,28,['comedy'],Ron Howard,Narrator,ACTOR,2003,5.0,8.7,300445.0,['US']
4789,ts22011,1.0,0.0,0.0,Heartland,SHOW,TV-PG,44,"['drama', 'family']",Amber Marshall,Amy Fleming,ACTOR,2007,15.0,8.4,16337.0,['CA']
4790,ts22011,1.0,0.0,0.0,Heartland,SHOW,TV-PG,44,"['drama', 'family']",Graham Wardle,Ty Borden,ACTOR,2007,15.0,8.4,16337.0,['CA']
4791,ts22011,1.0,0.0,0.0,Heartland,SHOW,TV-PG,44,"['drama', 'family']",Shaun Johnston,Jack Bartlett,ACTOR,2007,15.0,8.4,16337.0,['CA']
4792,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",Michael Peterson,Himself,ACTOR,2004,2.0,7.8,21531.0,['FR']
4793,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",Bill Peterson,Himself,ACTOR,2004,2.0,7.8,21531.0,['FR']
4794,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",David Rudolf,Himself,ACTOR,2004,2.0,7.8,21531.0,['FR']
4795,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",Ron Guerette,Himself,ACTOR,2004,2.0,7.8,21531.0,['FR']
4796,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",Tom Maher,Himself,ACTOR,2004,2.0,7.8,21531.0,['FR']
4797,ts26091,1.0,0.0,0.0,The Staircase,SHOW,TV-MA,49,"['crime', 'documentation', 'drama']",Jean-Xavier de Lestrade,--,DIRECTOR,2004,2.0,7.8,21531.0,['FR']
4871,ts22337,1.0,0.0,0.0,NCIS,SHOW,TV-14,43,"['crime', 'action', 'thriller', 'drama', 'comedy']",David McCallum,"Donald ""Ducky"" Mallard",ACTOR,2003,20.0,7.8,143846.0,['US']
4872,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Zach Tyler,Aang (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4873,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Mae Whitman,Katara (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4874,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Jack De Sena,Sokka (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4875,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Dante Basco,Zuko (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4876,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Jessie Flower,Toph Beifong (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4877,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Greg Baldwin,Uncle Iroh (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4878,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Dee Bradley Baker,Appa (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4879,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Grey DeLisle,Azula (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4880,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Cricket Leigh,Mai (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4881,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",Olivia Hack,Ty Lee (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4882,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",André Sogliuzzo,Hakoda (voice),ACTOR,2005,3.0,9.3,303666.0,['US']
4929,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Kyle Chandler,Eric Taylor,ACTOR,2006,5.0,8.7,65199.0,['US']
4930,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Connie Britton,Tami Taylor,ACTOR,2006,5.0,8.7,65199.0,['US']
4931,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Aimee Teegarden,Julie Taylor,ACTOR,2006,5.0,8.7,65199.0,['US']
4932,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Michael B. Jordan,Vince Howard,ACTOR,2006,5.0,8.7,65199.0,['US']
4933,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Jurnee Smollett,Jess Merriweather,ACTOR,2006,5.0,8.7,65199.0,['US']
4934,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Dora Madison,Becky Sproles,ACTOR,2006,5.0,8.7,65199.0,['US']
4935,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Grey Damon,Hastings Ruckle,ACTOR,2006,5.0,8.7,65199.0,['US']
4936,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,TV-14,43,"['drama', 'sport']",Matt Lauria,Luke Cafferty,ACTOR,2006,5.0,8.7,65199.0,['US']
4937,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,TV-14,25,"['comedy', 'european']",Chris O'Dowd,Roy Trenneman,ACTOR,2006,5.0,8.5,149586.0,['GB']
4938,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,TV-14,25,"['comedy', 'european']",Richard Ayoade,Maurice Moss,ACTOR,2006,5.0,8.5,149586.0,['GB']
4939,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,TV-14,25,"['comedy', 'european']",Katherine Parkinson,Jen Barber,ACTOR,2006,5.0,8.5,149586.0,['GB']
4940,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,TV-14,25,"['comedy', 'european']",Chris Morris,Denholm Reynholm,ACTOR,2006,5.0,8.5,149586.0,['GB']
4941,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,TV-14,25,"['comedy', 'european']",Matt Berry,Douglas Reynholm,ACTOR,2006,5.0,8.5,149586.0,['GB']
4990,ts22099,1.0,0.0,0.0,The Spectacular Spider-Man,SHOW,TV-Y7,22,"['action', 'animation', 'family', 'scifi', 'comedy']",Josh Keaton,Peter Parker / Spider Man (voice),ACTOR,2008,2.0,8.3,14996.0,['US']
5193,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",Mamoru Miyano,Light Yagami (voice),ACTOR,2006,1.0,9.0,309445.0,['JP']
5194,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",Noriko Hidaka,Near (voice),ACTOR,2006,1.0,9.0,309445.0,['JP']
5195,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",Nozomu Sasaki,Mello (voice),ACTOR,2006,1.0,9.0,309445.0,['JP']
5196,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Paul Wesley,Stefan Salvatore,ACTOR,2009,8.0,7.7,314422.0,['US']
5197,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Ian Somerhalder,Damon Salvatore,ACTOR,2009,8.0,7.7,314422.0,['US']
5198,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Kat Graham,Bonnie Bennett,ACTOR,2009,8.0,7.7,314422.0,['US']
5199,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Candice King,Caroline Forbes,ACTOR,2009,8.0,7.7,314422.0,['US']
5200,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Zach Roerig,Matt Donovan,ACTOR,2009,8.0,7.7,314422.0,['US']
5201,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Michael Malarkey,Enzo St. John,ACTOR,2009,8.0,7.7,314422.0,['US']
5202,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",Matthew Davis,Alaric Saltzman,ACTOR,2009,8.0,7.7,314422.0,['US']
5203,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Junko Takeuchi,Naruto Uzumaki (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5204,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Noriaki Sugiyama,Sasuke Uchiha (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5205,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Chie Nakamura,Sakura Haruno (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5206,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kazuhiko Inoue,Kakashi Hatake (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5207,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Hidekatsu Shibata,Hiruzen Sarutobi (3º Hokage) (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5208,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kōichi Tōchika,Neji Hyuga (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5209,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Yōichi Masukawa,Rock Lee (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5210,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Masashi Ebara,Might Guy (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5211,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Yukari Tamura,Tenten (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5212,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Ryoka Yuzuki,Ino Yamanaka (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5213,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Showtaro Morikubo,Shikamaru Nara (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5214,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kentaro Ito,Choji Akimichi (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5215,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Shinji Kawada,Shino Aburame (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5216,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Nana Mizuki,Hinata Hyuga (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5217,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kohsuke Toriumi,Kiba Inuzuka (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5218,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Hideo Ishikawa,Itachi Uchiha (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5219,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Tomoyuki Dan,Kisame Hoshigaki (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5220,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Akira Ishida,Gaara (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5221,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Toshihiko Seki,Iruka Umino (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5222,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Nobutoshi Canna,Kabuto Yakushi (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5223,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kujira,Orochimaru (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5224,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Hochu Otsuka,Jiraiya (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5225,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Keiko Nemoto,Shizune (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5226,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Rumi Rakugou,Kurenai Yuuhi (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5227,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Romi Park,Temari (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5228,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Jurota Kosugi,Asuma Sarutobi (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5229,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Kouyori Katase,Kankuro (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5230,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Masako Katsuki,Tsunade (voice),ACTOR,2002,6.0,8.4,96729.0,['JP']
5231,ts20305,1.0,0.0,0.0,Naruto,SHOW,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",Hayato Date,--,DIRECTOR,2002,6.0,8.4,96729.0,['JP']
5308,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Tara Strong,Twilight Sparkle (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5309,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Andrea Libman,Pinkie Pie / Fluttershy (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5310,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Ashleigh Ball,Rainbow Dash / Applejack (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5311,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Tabitha St. Germain,Rarity / Princess Luna / Granny Smith / Mrs. Cake (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5312,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Cathy Weseluck,Spike / Mayor Mare (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5313,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Michelle Creber,Apple Bloom (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5314,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Claire Margaret Corlett,Sweetie Belle (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5315,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Madeleine Peters,Scootaloo (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5316,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Nicole Oliver,Princess Celestia / Cheerilee (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5317,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Peter New,Big McIntosh (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5318,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Brenda Crichlow,Zecora (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5319,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Chantal Strand,Diamond Tiara (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5320,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Shannon Chan-Kent,Silver Spoon (voice) / Pinkie Pie (singing),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5321,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Brian Drummond,Mr. Cake (voice),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
5322,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']",Rebecca Shoichet,Twilight Sparkle (singing),ACTOR,2010,9.0,7.6,20910.0,"['CA', 'US']"
